	Dickeya_dadantii_3937	Dickeya_dianthicola_67_19	Dickeya_dianthicola_ME23
group_03801	1	0	1
group_03802	1	0	1
group_03803	1	0	1
group_03804	1	0	1
group_03805	1	0	1
group_03806	1	0	1
group_03807	1	0	1
group_03808	1	0	1
group_03809	1	0	1
group_03810	1	0	1
group_03811	1	0	1
group_03812	1	0	1
group_03813	1	0	1
group_03814	1	0	1
group_03815	1	0	1
group_03816	1	0	1
group_03817	1	0	1
group_03818	1	0	1
group_03819	1	0	1
group_03820	1	0	1
group_03821	1	0	1
