"X","Dickeya_dadantii_3937","Dickeya_dianthicola_67_19","Dickeya_dianthicola_ME23","Dda3937_locus","DdiaME23_locus","Ddia6719_locus"
"group_02824","WP_013316001.1","WP_024104237.1","WP_024104237.1","DDA3937_RS01505","DZA65_RS01485","HGI48_RS01420"
"group_02825","WP_013316065.1","WP_024104290.1","WP_024104290.1","DDA3937_RS01825","DZA65_RS01795","HGI48_RS01720"
"group_02826","WP_013319242.1","WP_192989292.1","WP_024107087.1","DDA3937_RS16965","DZA65_RS18105","HGI48_RS17030"
"group_02827","WP_012768106.1","WP_009111208.1","WP_009111208.1","DDA3937_RS19250","DZA65_RS20470","HGI48_RS19350"
"group_02828","WP_013315922.1","WP_024104175.1","WP_024104175.1","DDA3937_RS01080","DZA65_RS01135","HGI48_RS01070"
"group_02829","WP_013315731.1","WP_192989801.1","WP_024104013.1","DDA3937_RS00115","DZA65_RS22225","HGI48_RS21250"
"group_02830","WP_013318510.1","WP_024106484.1","WP_024106484.1","DDA3937_RS13480","DZA65_RS14010","HGI48_RS13525"
"group_02831","WP_013318890.1","WP_024106750.1","WP_024106750.1","DDA3937_RS15165","DZA65_RS16065","HGI48_RS15240"
"group_02832","WP_013319094.1","WP_024106964.1","WP_024106964.1","DDA3937_RS16200","DZA65_RS17405","HGI48_RS16310"
"group_02833","WP_013316434.1","WP_192990346.1","WP_024108255.1","DDA3937_RS03615","DZA65_RS03835","HGI48_RS03710"
"group_02834","WP_013317028.1","WP_192990716.1","WP_024108501.1","DDA3937_RS06510","DZA65_RS06905","HGI48_RS06555"
"group_02835","WP_013319392.1","WP_192989393.1","WP_024107217.1","DDA3937_RS17670","DZA65_RS18810","HGI48_RS17675"
"group_02836","WP_081441347.1","WP_024110160.1","WP_024107270.1","DDA3937_RS17995","DZA65_RS19075","HGI48_RS17930"
"group_02837","WP_013318325.1","WP_024106289.1","WP_024106289.1","DDA3937_RS12600","DZA65_RS13115","HGI48_RS12660"
"group_02838","WP_013316355.1","WP_192990300.1","WP_024104630.1","DDA3937_RS03250","DZA65_RS03440","HGI48_RS03395"
"group_02839","WP_013318872.1","WP_192989061.1","WP_024106736.1","DDA3937_RS15090","DZA65_RS15975","HGI48_RS15170"
"group_02840","WP_033112325.1","WP_192988570.1","WP_024106053.1","DDA3937_RS11400","DZA65_RS11785","HGI48_RS11440"
"group_02841","WP_013319310.1","WP_192991345.1","WP_024104525.1","DDA3937_RS17285","DZA65_RS03085","HGI48_RS10985"
"group_02842","WP_013318514.1","WP_192988836.1","WP_024106488.1","DDA3937_RS13500","DZA65_RS14030","HGI48_RS13545"
"group_02843","WP_013318338.1","WP_192989109.1","WP_024106797.1","DDA3937_RS12660","DZA65_RS16310","HGI48_RS15490"
"group_02844","WP_013317230.1","WP_192990820.1","WP_024105253.1","DDA3937_RS07430","DZA65_RS07815","HGI48_RS07305"
"group_02845","WP_013319889.1","WP_192989984.1","WP_024109305.1","DDA3937_RS20265","DZA65_RS01020","HGI48_RS00960"
"group_02846","WP_013315718.1","WP_192989807.1","WP_024104000.1","DDA3937_RS00030","DZA65_RS22315","HGI48_RS21335"
"group_02847","WP_033111572.1","WP_192989164.1","WP_024103976.1","DDA3937_RS02485","DZA65_RS16995","HGI48_RS15920"
"group_02848","WP_013319888.1","WP_192989985.1","WP_024109304.1","DDA3937_RS20260","DZA65_RS01025","HGI48_RS00965"
"group_02849","WP_002919257.1","WP_002919257.1","WP_002919257.1","DDA3937_RS19170","DZA65_RS20390","HGI48_RS19270"
"group_02850","WP_013318496.1","WP_161142923.1","WP_024106470.1","DDA3937_RS13405","DZA65_RS13935","HGI48_RS13450"
"group_02851","WP_013319064.1","WP_192991538.1","WP_024106939.1","DDA3937_RS16025","DZA65_RS17230","HGI48_RS16145"
"group_02852","WP_012769280.1","WP_012769280.1","WP_012769280.1","DDA3937_RS13475","DZA65_RS14005","HGI48_RS13520"
"group_02853","WP_013316289.1","WP_192990233.1","WP_024104516.1","DDA3937_RS02885","DZA65_RS03035","HGI48_RS02860"
"group_02854","WP_013316427.1","WP_192990340.1","WP_024104697.1","DDA3937_RS03580","DZA65_RS03800","HGI48_RS03680"
"group_02855","WP_013318897.1","WP_192989077.1","WP_024106757.1","DDA3937_RS15205","DZA65_RS16105","HGI48_RS15280"
"group_02856","WP_013317832.1","WP_192991468.1","WP_024105844.1","DDA3937_RS10205","DZA65_RS10715","HGI48_RS10240"
"group_02857","WP_042318744.1","WP_192990533.1","WP_103415851.1","DDA3937_RS04975","DZA65_RS05325","HGI48_RS04985"
"group_02858","WP_013316767.1","WP_192990552.1","WP_024104892.1","DDA3937_RS05200","DZA65_RS05540","HGI48_RS05200"
"group_02859","WP_013317875.1","WP_192991259.1","WP_024105876.1","DDA3937_RS10425","DZA65_RS10905","HGI48_RS10430"
"group_02860","WP_013319656.1","WP_024110255.1","WP_024110255.1","DDA3937_RS18975","DZA65_RS20190","HGI48_RS19070"
"group_02861","WP_171861172.1","WP_026594738.1","WP_026594738.1","DDA3937_RS09915","DZA65_RS10255","HGI48_RS09920"
"group_02862","WP_013319688.1","WP_192989580.1","WP_024107507.1","DDA3937_RS19145","DZA65_RS20360","HGI48_RS19235"
"group_02863","WP_013317894.1","WP_192991273.1","WP_024105894.1","DDA3937_RS10520","DZA65_RS11000","HGI48_RS10520"
"group_02864","WP_013318012.1","WP_192991364.1","WP_026595046.1","DDA3937_RS11090","DZA65_RS11490","HGI48_RS11110"
"group_02865","WP_013318485.1","WP_161132689.1","WP_024106460.1","DDA3937_RS13350","DZA65_RS13880","HGI48_RS13395"
"group_02866","WP_013319766.1","WP_024107580.1","WP_024107580.1","DDA3937_RS19600","DZA65_RS20815","HGI48_RS19730"
"group_02867","WP_033111990.1","WP_161132563.1","WP_024106787.1","DDA3937_RS15365","DZA65_RS16260","HGI48_RS15440"
"group_02868","WP_013319513.1","WP_192989458.1","WP_024107318.1","DDA3937_RS18270","DZA65_RS19345","HGI48_RS18205"
"group_02869","WP_013318059.1","WP_024106032.1","WP_024106032.1","DDA3937_RS11295","DZA65_RS11675","HGI48_RS11330"
"group_02870","WP_013317188.1","WP_192990939.1","WP_024105469.1","DDA3937_RS07230","DZA65_RS08680","HGI48_RS08085"
"group_02871","WP_013316404.1","WP_024104678.1","WP_024104678.1","DDA3937_RS03485","DZA65_RS03705","HGI48_RS03585"
"group_02872","WP_013316234.1","WP_161133017.1","WP_024104474.1","DDA3937_RS02610","DZA65_RS02750","HGI48_RS02640"
"group_02873","WP_013317859.1","WP_024105865.1","WP_024105865.1","DDA3937_RS10350","DZA65_RS10835","HGI48_RS10360"
"group_02874","WP_013319296.1","WP_024107137.1","WP_024107137.1","DDA3937_RS17230","DZA65_RS18375","HGI48_RS17285"
"group_02875","WP_013318966.1","WP_042860697.1","WP_024106854.1","DDA3937_RS15540","DZA65_RS16715","HGI48_RS15640"
"group_02876","WP_013318543.1","WP_192988843.1","WP_024106511.1","DDA3937_RS13625","DZA65_RS14140","HGI48_RS13655"
"group_02877","WP_012768095.1","WP_012768095.1","WP_012768095.1","DDA3937_RS19320","DZA65_RS20540","HGI48_RS19420"
"group_02878","WP_013316305.1","WP_024104578.1","WP_024104578.1","DDA3937_RS02975","DZA65_RS03140","HGI48_RS03145"
"group_02879","WP_013316958.1","WP_024105066.1","WP_024105066.1","DDA3937_RS06125","DZA65_RS06515","HGI48_RS06170"
"group_02880","WP_013319698.1","WP_024107514.1","WP_024107514.1","DDA3937_RS19215","DZA65_RS20435","HGI48_RS19315"
"group_02881","WP_033111879.1","WP_192988584.1","WP_024106094.1","DDA3937_RS11565","DZA65_RS12105","HGI48_RS11620"
"group_02882","WP_033111880.1","WP_192988586.1","WP_024106096.1","DDA3937_RS11575","DZA65_RS12115","HGI48_RS11630"
"group_02883","WP_013316396.1","WP_024104670.1","WP_024104670.1","DDA3937_RS03450","DZA65_RS03665","HGI48_RS03550"
"group_02884","WP_013319019.1","WP_024106901.1","WP_024106901.1","DDA3937_RS15785","DZA65_RS16950","HGI48_RS15870"
"group_02885","WP_013316952.1","WP_192990664.1","WP_024105065.1","DDA3937_RS06110","DZA65_RS06505","HGI48_RS06155"
"group_02886","WP_013319189.1","WP_192989260.1","WP_024107042.1","DDA3937_RS16685","DZA65_RS17845","HGI48_RS16760"
"group_02887","WP_013316746.1","WP_161132146.1","WP_024104871.1","DDA3937_RS05095","DZA65_RS05435","HGI48_RS05095"
"group_02888","WP_013318363.1","WP_192988748.1","WP_024106318.1","DDA3937_RS12780","DZA65_RS13310","HGI48_RS12845"
"group_02889","WP_013319691.1","WP_024107510.1","WP_024107510.1","DDA3937_RS19155","DZA65_RS20375","HGI48_RS19255"
"group_02890","WP_050570319.1","WP_192991441.1","WP_024105432.1","DDA3937_RS08200","DZA65_RS08495","HGI48_RS07900"
"group_02891","WP_013316671.1","WP_024104803.1","WP_024104803.1","DDA3937_RS04740","DZA65_RS04605","HGI48_RS04665"
"group_02892","WP_013317456.1","WP_161132197.1","WP_024105501.1","DDA3937_RS08465","DZA65_RS08920","HGI48_RS08630"
"group_02893","WP_013318358.1","WP_024109982.1","WP_024106313.1","DDA3937_RS12755","DZA65_RS13285","HGI48_RS12820"
"group_02894","WP_013318497.1","WP_192988825.1","WP_024106471.1","DDA3937_RS13410","DZA65_RS13940","HGI48_RS13455"
"group_02895","WP_013318519.1","WP_192988837.1","WP_024106492.1","DDA3937_RS13520","DZA65_RS14050","HGI48_RS13565"
"group_02896","WP_013316025.1","WP_013316025.1","WP_013316025.1","DDA3937_RS01630","DZA65_RS01610","HGI48_RS01540"
"group_02897","WP_013316870.1","WP_024104994.1","WP_024104994.1","DDA3937_RS05725","DZA65_RS06100","HGI48_RS05775"
"group_02898","WP_013317915.1","WP_161132303.1","WP_024108769.1","DDA3937_RS10625","DZA65_RS11105","HGI48_RS10625"
"group_02899","WP_033111581.1","WP_192990216.1","WP_024104496.1","DDA3937_RS02785","DZA65_RS02915","HGI48_RS02760"
"group_02900","WP_013319050.1","WP_024106927.1","WP_024106927.1","DDA3937_RS15965","DZA65_RS17165","HGI48_RS16080"
"group_02901","WP_033112025.1","WP_081634323.1","WP_081634323.1","DDA3937_RS16540","DZA65_RS17700","HGI48_RS16610"
"group_02902","WP_033111988.1","WP_192989092.1","WP_024106776.1","DDA3937_RS15300","DZA65_RS16200","HGI48_RS15380"
"group_02903","WP_013316093.1","WP_024104330.1","WP_024104330.1","DDA3937_RS01945","DZA65_RS01990","HGI48_RS01920"
"group_02904","WP_013316738.1","WP_024109681.1","WP_024104863.1","DDA3937_RS05055","DZA65_RS05395","HGI48_RS05055"
"group_02905","WP_013318492.1","WP_024106467.1","WP_024106467.1","DDA3937_RS13385","DZA65_RS13915","HGI48_RS13430"
"group_02906","WP_033111836.1","WP_024105804.1","WP_024105804.1","DDA3937_RS10045","DZA65_RS10485","HGI48_RS10075"
"group_02907","WP_013317026.1","WP_192990714.1","WP_024105129.1","DDA3937_RS06495","DZA65_RS06890","HGI48_RS06540"
"group_02908","WP_013317204.1","WP_192990944.1","WP_024105477.1","DDA3937_RS07305","DZA65_RS08720","HGI48_RS08125"
"group_02909","WP_013319733.1","WP_192989594.1","WP_024107551.1","DDA3937_RS19440","DZA65_RS20645","HGI48_RS19560"
"group_02910","WP_148226916.1","WP_192989872.1","WP_024107858.1","DDA3937_RS21170","DZA65_RS00110","HGI48_RS00095"
"group_02911","WP_012768108.1","WP_012768108.1","WP_012768108.1","DDA3937_RS19235","DZA65_RS20455","HGI48_RS19335"
"group_02912","WP_013317058.1","WP_161131494.1","WP_024108513.1","DDA3937_RS06670","DZA65_RS07045","HGI48_RS06690"
"group_02913","WP_013315980.1","WP_192990025.1","WP_024104217.1","DDA3937_RS01400","DZA65_RS01380","HGI48_RS01320"
"group_02914","WP_013317462.1","WP_192991010.1","WP_024105507.1","DDA3937_RS08495","DZA65_RS08950","HGI48_RS08660"
"group_02915","WP_013316323.1","WP_024104594.1","WP_024104594.1","DDA3937_RS03075","DZA65_RS03240","HGI48_RS03245"
"group_02916","WP_013319004.1","WP_024106889.1","WP_024106889.1","DDA3937_RS15715","DZA65_RS16880","HGI48_RS15800"
"group_02917","WP_013316085.1","WP_192990094.1","WP_024104324.1","DDA3937_RS01915","DZA65_RS01960","HGI48_RS01890"
"group_02918","WP_013319293.1","WP_192989327.1","WP_024107134.1","DDA3937_RS17210","DZA65_RS18355","HGI48_RS17265"
"group_02919","WP_013319710.1","WP_024110264.1","WP_024107527.1","DDA3937_RS19335","DZA65_RS20555","HGI48_RS19435"
"group_02920","WP_013318814.1","WP_192989001.1","WP_024106688.1","DDA3937_RS14820","DZA65_RS15700","HGI48_RS14750"
"group_02921","WP_013319690.1","WP_192989581.1","WP_024107509.1","DDA3937_RS19150","DZA65_RS20370","HGI48_RS19250"
"group_02922","WP_013315910.1","WP_024104166.1","WP_024104166.1","DDA3937_RS00985","DZA65_RS21435","HGI48_RS20390"
"group_02923","WP_013320159.1","WP_022635474.1","WP_024107937.1","DDA3937_RS21580","DZA65_RS22385","HGI48_RS21405"
"group_02924","WP_013320101.1","WP_024107879.1","WP_024107879.1","DDA3937_RS21300","DZA65_RS22710","HGI48_RS21725"
"group_02925","WP_013316999.1","WP_192990694.1","WP_024105103.1","DDA3937_RS06360","DZA65_RS06750","HGI48_RS06405"
"group_02926","WP_013320114.1","WP_192989848.1","WP_024109377.1","DDA3937_RS21360","DZA65_RS22640","HGI48_RS21655"
"group_02927","WP_013317211.1","WP_024105483.1","WP_024105483.1","DDA3937_RS07335","DZA65_RS08750","HGI48_RS08155"
"group_02928","WP_013318805.1","WP_192988995.1","WP_024106680.1","DDA3937_RS14775","DZA65_RS15655","HGI48_RS14710"
"group_02929","WP_013316387.1","WP_161132462.1","WP_024104654.1","DDA3937_RS03405","DZA65_RS03585","HGI48_RS03475"
"group_02930","WP_013317670.1","WP_192991122.1","WP_024105664.1","DDA3937_RS09435","DZA65_RS09765","HGI48_RS09455"
"group_02931","WP_013318826.1","WP_192990394.1","WP_024109004.1","DDA3937_RS14880","DZA65_RS14655","HGI48_RS03990"
"group_02932","WP_013318891.1","WP_024106751.1","WP_024106751.1","DDA3937_RS15170","DZA65_RS16070","HGI48_RS15245"
"group_02933","WP_013318945.1","WP_192989118.1","WP_024106837.1","DDA3937_RS15435","DZA65_RS16625","HGI48_RS15550"
"group_02934","WP_033111666.1","WP_103415844.1","WP_103415844.1","DDA3937_RS04980","DZA65_RS05330","HGI48_RS04990"
"group_02935","WP_013317564.1","WP_192991066.1","WP_024105584.1","DDA3937_RS08965","DZA65_RS09335","HGI48_RS09030"
"group_02936","WP_013317015.1","WP_192991422.1","WP_024105117.1","DDA3937_RS06440","DZA65_RS06825","HGI48_RS06480"
"group_02937","WP_013318426.1","WP_013318426.1","WP_013318426.1","DDA3937_RS13070","DZA65_RS13605","HGI48_RS13135"
"group_02938","WP_013319432.1","WP_024107247.1","WP_024107247.1","DDA3937_RS17880","DZA65_RS18965","HGI48_RS17820"
"group_02939","WP_013317609.1","WP_024105617.1","WP_024108693.1","DDA3937_RS09170","DZA65_RS09515","HGI48_RS09210"
"group_02940","WP_013318347.1","WP_192989101.1","WP_024106788.1","DDA3937_RS12705","DZA65_RS16265","HGI48_RS15445"
"group_02941","WP_012768150.1","WP_022635071.1","WP_022635071.1","DDA3937_RS18990","DZA65_RS20200","HGI48_RS19080"
"group_02942","WP_033111495.1","WP_161132062.1","WP_026594605.1","DDA3937_RS00425","DZA65_RS21960","HGI48_RS20975"
"group_02943","WP_013315920.1","WP_024104173.1","WP_024104173.1","DDA3937_RS01070","DZA65_RS01125","HGI48_RS01060"
"group_02944","WP_013319281.1","WP_024107122.1","WP_024107122.1","DDA3937_RS17150","DZA65_RS18285","HGI48_RS17205"
"group_02945","WP_013317040.1","WP_192990315.1","WP_024104659.1","DDA3937_RS06580","DZA65_RS03610","HGI48_RS03500"
"group_02946","WP_013318064.1","WP_024106038.1","WP_024106038.1","DDA3937_RS11325","DZA65_RS11710","HGI48_RS11365"
"group_02947","WP_013318686.1","WP_024106576.1","WP_024106576.1","DDA3937_RS14225","DZA65_RS14875","HGI48_RS14200"
"group_02948","WP_013316789.1","WP_192990581.1","WP_024104920.1","DDA3937_RS05305","DZA65_RS05690","HGI48_RS05390"
"group_02949","WP_033112038.1","WP_024107118.1","WP_024107118.1","DDA3937_RS17130","DZA65_RS18265","HGI48_RS17180"
"group_02950","WP_013319034.1","WP_161132983.1","WP_024109113.1","DDA3937_RS15885","DZA65_RS17105","HGI48_RS16020"
"group_02951","WP_013317336.1","WP_192990873.1","WP_024105385.1","DDA3937_RS07920","DZA65_RS08270","HGI48_RS07675"
"group_02952","WP_171850599.1","WP_192991383.1","WP_035044502.1","DDA3937_RS01705","DZA65_RS01675","HGI48_RS01600"
"group_02953","WP_013316840.1","WP_029729322.1","WP_103415784.1","DDA3937_RS05570","DZA65_RS05955","HGI48_RS05630"
"group_02954","WP_013316880.1","WP_161131553.1","WP_024105001.1","DDA3937_RS05770","DZA65_RS06145","HGI48_RS05820"
"group_02955","WP_013319060.1","WP_013319060.1","WP_013319060.1","DDA3937_RS16005","DZA65_RS17210","HGI48_RS16125"
"group_02956","WP_013316271.1","WP_192990218.1","WP_024108200.1","DDA3937_RS02795","DZA65_RS02925","HGI48_RS02770"
"group_02957","WP_024104057.1","WP_024104057.1","WP_024104057.1","DDA3937_RS00350","DZA65_RS22000","HGI48_RS21015"
"group_02958","WP_013319880.1","WP_024107677.1","WP_024107677.1","DDA3937_RS20185","DZA65_RS21370","HGI48_RS20330"
"group_02959","WP_013318962.1","WP_192989128.1","WP_024106851.1","DDA3937_RS15520","DZA65_RS16695","HGI48_RS15620"
"group_02960","WP_012768119.1","WP_022635102.1","WP_022635102.1","DDA3937_RS19175","DZA65_RS20395","HGI48_RS19275"
"group_02961","WP_013319709.1","WP_024110263.1","WP_024107526.1","DDA3937_RS19330","DZA65_RS20550","HGI48_RS19430"
"group_02962","WP_013317955.1","WP_192991312.1","WP_024108784.1","DDA3937_RS10825","DZA65_RS11250","HGI48_RS10780"
"group_02963","WP_033111911.1","WP_192990769.1","WP_024105216.1","DDA3937_RS12375","DZA65_RS07310","HGI48_RS06965"
"group_02964","WP_042318664.1","WP_192991375.1","WP_024109319.1","DDA3937_RS20545","DZA65_RS00725","HGI48_RS00670"
"group_02965","WP_013318327.1","WP_024106291.1","WP_024106291.1","DDA3937_RS12610","DZA65_RS13125","HGI48_RS12670"
"group_02966","WP_013318322.1","WP_024109976.1","WP_024108869.1","DDA3937_RS12590","DZA65_RS13100","HGI48_RS12645"
"group_02967","WP_013319657.1","WP_024107481.1","WP_024107481.1","DDA3937_RS18980","DZA65_RS20195","HGI48_RS19075"
"group_02968","WP_013318494.1","WP_192988824.1","WP_024106469.1","DDA3937_RS13395","DZA65_RS13925","HGI48_RS13440"
"group_02969","WP_013316551.1","WP_192990241.1","WP_024108270.1","DDA3937_RS04145","DZA65_RS04020","HGI48_RS02905"
"group_02970","WP_033112208.1","WP_192990277.1","WP_024104579.1","DDA3937_RS02980","DZA65_RS03145","HGI48_RS03150"
"group_02971","WP_013316584.1","WP_024104734.1","WP_024104734.1","DDA3937_RS04320","DZA65_RS04230","HGI48_RS04315"
"group_02972","WP_013318211.1","WP_024106187.1","WP_024106187.1","DDA3937_RS12055","DZA65_RS12595","HGI48_RS12150"
"group_02973","WP_013318528.1","WP_024106501.1","WP_024106501.1","DDA3937_RS13565","DZA65_RS14095","HGI48_RS13610"
"group_02974","WP_013316263.1","WP_192990211.1","WP_024104490.1","DDA3937_RS02755","DZA65_RS02885","HGI48_RS02730"
"group_02975","WP_013319220.1","WP_192989278.1","WP_024107068.1","DDA3937_RS16860","DZA65_RS18005","HGI48_RS16930"
"group_02976","WP_012768745.1","WP_012768745.1","WP_012768745.1","DDA3937_RS16160","DZA65_RS17365","HGI48_RS16270"
"group_02977","WP_013317870.1","WP_024105872.1","WP_024105872.1","DDA3937_RS10400","DZA65_RS10885","HGI48_RS10405"
"group_02978","WP_013318343.1","WP_192989104.1","WP_024106792.1","DDA3937_RS12685","DZA65_RS16285","HGI48_RS15465"
"group_02979","WP_013319859.1","WP_161132499.1","WP_024107657.1","DDA3937_RS20075","DZA65_RS21265","HGI48_RS20220"
"group_02980","WP_013320161.1","WP_192989814.1","WP_024107939.1","DDA3937_RS21595","DZA65_RS22370","HGI48_RS21390"
"group_02981","WP_013316218.1","WP_192990178.1","WP_024104442.1","DDA3937_RS02535","DZA65_RS02585","HGI48_RS02480"
"group_02982","WP_013316707.1","WP_192990524.1","WP_024104837.1","DDA3937_RS04910","DZA65_RS05255","HGI48_RS04920"
"group_02983","WP_013318894.1","WP_192989075.1","WP_024106754.1","DDA3937_RS15190","DZA65_RS16090","HGI48_RS15265"
"group_02984","WP_013316939.1","WP_192990656.1","WP_024108481.1","DDA3937_RS06045","DZA65_RS06440","HGI48_RS06090"
"group_02985","WP_013318456.1","WP_192988808.1","WP_103415900.1","DDA3937_RS22310","DZA65_RS13760","HGI48_RS13285"
"group_02986","WP_033112031.1","WP_192989274.1","WP_024107062.1","DDA3937_RS16795","DZA65_RS17940","HGI48_RS16865"
"group_02987","WP_013319077.1","WP_024106952.1","WP_024106952.1","DDA3937_RS16120","DZA65_RS17340","HGI48_RS16245"
"group_02988","WP_013320138.1","WP_192989836.1","WP_035045538.1","DDA3937_RS21475","DZA65_RS22535","HGI48_RS21555"
"group_02989","WP_012769671.1","WP_012769671.1","WP_012769671.1","DDA3937_RS11420","DZA65_RS11805","HGI48_RS11465"
"group_02990","WP_013318486.1","WP_024106461.1","WP_024106461.1","DDA3937_RS13355","DZA65_RS13885","HGI48_RS13400"
"group_02991","WP_013318536.1","WP_192988840.1","WP_024106506.1","DDA3937_RS13600","DZA65_RS14115","HGI48_RS13630"
"group_02992","WP_013318986.1","WP_024106873.1","WP_024106873.1","DDA3937_RS15635","DZA65_RS16810","HGI48_RS15730"
"group_02993","WP_013318075.1","WP_192988567.1","WP_024106050.1","DDA3937_RS11385","DZA65_RS11770","HGI48_RS11425"
"group_02994","WP_013319696.1","WP_013319696.1","WP_013319696.1","DDA3937_RS19205","DZA65_RS20425","HGI48_RS19305"
"group_02995","WP_033112344.1","WP_192988789.1","WP_024106372.1","DDA3937_RS13065","DZA65_RS13600","HGI48_RS13130"
"group_02996","WP_013317748.1","WP_024105737.1","WP_024105737.1","DDA3937_RS09825","DZA65_RS10165","HGI48_RS09835"
"group_02997","WP_013317928.1","WP_024108773.1","WP_024105925.1","DDA3937_RS10690","DZA65_RS11155","HGI48_RS10685"
"group_02998","WP_013318048.1","WP_192988552.1","WP_103415885.1","DDA3937_RS11245","DZA65_RS11625","HGI48_RS11280"
"group_02999","WP_013319295.1","WP_026594838.1","WP_026594838.1","DDA3937_RS17225","DZA65_RS18370","HGI48_RS17280"
"group_03000","WP_013319789.1","WP_161132530.1","WP_024109274.1","DDA3937_RS19715","DZA65_RS20900","HGI48_RS19810"
"group_03001","WP_013319831.1","WP_192989663.1","WP_024107631.1","DDA3937_RS19910","DZA65_RS21110","HGI48_RS20065"
"group_03002","WP_013318965.1","WP_013318965.1","WP_013318965.1","DDA3937_RS15535","DZA65_RS16710","HGI48_RS15635"
"group_03003","WP_013319758.1","WP_192989613.1","WP_024107572.1","DDA3937_RS19560","DZA65_RS20775","HGI48_RS19690"
"group_03004","WP_042318546.1","WP_192989329.1","WP_026594839.1","DDA3937_RS17245","DZA65_RS18390","HGI48_RS17300"
"group_03005","WP_033111778.1","WP_192991004.1","WP_024105496.1","DDA3937_RS08440","DZA65_RS08895","HGI48_RS08605"
"group_03006","WP_013317016.1","WP_024105118.1","WP_024105118.1","DDA3937_RS06445","DZA65_RS06830","HGI48_RS06485"
"group_03007","WP_013318289.1","WP_192988709.1","WP_024106255.1","DDA3937_RS12415","DZA65_RS12935","HGI48_RS12485"
"group_03008","WP_013318132.1","WP_024109938.1","WP_024109938.1","DDA3937_RS11680","DZA65_RS12225","HGI48_RS11740"
"group_03009","WP_013315901.1","WP_192989705.1","WP_024104158.1","DDA3937_RS00945","DZA65_RS21475","HGI48_RS20430"
"group_03010","WP_033112002.1","WP_192989148.1","WP_024106881.1","DDA3937_RS15680","DZA65_RS16850","HGI48_RS15770"
"group_03011","WP_033111841.1","WP_192991244.1","WP_024105858.1","DDA3937_RS10305","DZA65_RS10790","HGI48_RS10315"
"group_03012","WP_002208627.1","WP_024104989.1","WP_024104989.1","DDA3937_RS05695","DZA65_RS06065","HGI48_RS05740"
"group_03013","WP_013318335.1","WP_192989112.1","WP_024106800.1","DDA3937_RS12645","DZA65_RS16325","HGI48_RS15510"
"group_03014","WP_013317821.1","WP_192991224.1","WP_024105827.1","DDA3937_RS10160","DZA65_RS10605","HGI48_RS10190"
"group_03015","WP_033112103.1","WP_024110257.1","WP_024107484.1","DDA3937_RS19005","DZA65_RS20215","HGI48_RS19095"
"group_03016","WP_033112210.1","WP_192990312.1","WP_024104655.1","DDA3937_RS03390","DZA65_RS03590","HGI48_RS03480"
"group_03017","WP_013315836.1","WP_024104099.1","WP_024104099.1","DDA3937_RS00620","DZA65_RS21780","HGI48_RS20770"
"group_03018","WP_013318309.1","WP_192988720.1","WP_024106272.1","DDA3937_RS12520","DZA65_RS13025","HGI48_RS12575"
"group_03019","WP_012883229.1","WP_012883229.1","WP_012883229.1","DDA3937_RS02405","DZA65_RS02465","HGI48_RS02360"
"group_03020","WP_013316846.1","WP_013316846.1","WP_013316846.1","DDA3937_RS05600","DZA65_RS05970","HGI48_RS05645"
"group_03021","WP_013316883.1","WP_013316883.1","WP_013316883.1","DDA3937_RS05785","DZA65_RS06160","HGI48_RS05835"
"group_03022","WP_013318725.1","WP_192988942.1","WP_024106611.1","DDA3937_RS14400","DZA65_RS15300","HGI48_RS14370"
"group_03023","WP_013316968.1","WP_192990672.1","WP_024105074.1","DDA3937_RS06180","DZA65_RS06570","HGI48_RS06225"
"group_03024","WP_013319229.1","WP_192989284.1","WP_024107076.1","DDA3937_RS16905","DZA65_RS18050","HGI48_RS16975"
"group_03025","WP_033112129.1","WP_192989669.1","WP_103415948.1","DDA3937_RS19990","DZA65_RS21170","HGI48_RS20125"
"group_03026","WP_013317697.1","WP_022633332.1","WP_022633332.1","DDA3937_RS09555","DZA65_RS09880","HGI48_RS09570"
"group_03027","WP_012770768.1","WP_192990603.1","WP_024104950.1","DDA3937_RS05475","DZA65_RS05860","HGI48_RS05535"
"group_03028","WP_013316637.1","WP_192990466.1","WP_024104774.1","DDA3937_RS04570","DZA65_RS04450","HGI48_RS04530"
"group_03029","WP_013317831.1","WP_192991233.1","WP_024105843.1","DDA3937_RS10200","DZA65_RS10710","HGI48_RS10235"
"group_03030","WP_013318017.1","WP_192991367.1","WP_024108902.1","DDA3937_RS11110","DZA65_RS11510","HGI48_RS11130"
"group_03031","WP_081441328.1","WP_192990206.1","WP_024104480.1","DDA3937_RS02710","DZA65_RS02840","HGI48_RS02685"
"group_03032","WP_013316776.1","WP_192988622.1","WP_024106720.1","DDA3937_RS05240","DZA65_RS15895","HGI48_RS11885"
"group_03033","WP_013316859.1","WP_192990621.1","WP_024104983.1","DDA3937_RS05665","DZA65_RS06035","HGI48_RS05710"
"group_03034","WP_013316308.1","WP_013316308.1","WP_013316308.1","DDA3937_RS02990","DZA65_RS03155","HGI48_RS03160"
"group_03035","WP_013319549.1","WP_024107352.1","WP_024107352.1","DDA3937_RS18450","DZA65_RS19520","HGI48_RS18380"
"group_03036","WP_012768885.1","WP_192990969.1","WP_103415962.1","DDA3937_RS03875","DZA65_RS08870","HGI48_RS08280"
"group_03037","WP_033112032.1","WP_024107077.1","WP_024107077.1","DDA3937_RS16910","DZA65_RS18055","HGI48_RS16980"
