"","X..feature","class","assembly","assembly_unit","seq_type","chromosome","genomic_accession","start","end","strand","product_accession","non.redundant_refseq","related_accession","name","symbol","GeneID","locus_tag","feature_interval_length","product_length","attributes","COG"
"6993","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3893569,3894996,"-","","",NA,"","hldE",9735124,"DDA3937_RS17100",1428,NA,"Dda3937_00178","cell wall/membrane/envelope biogenesis"
"6994","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3893569,3894996,"-","WP_013319271.1","WP_013319271.1",NA,"bifunctional D-glycero-beta-D-manno-heptose-7-phosphate kinase/D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase HldE","hldE",9735124,"DDA3937_RS17100",1428,475,"","none"
"6995","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3895152,3898001,"-","","",NA,"","glnE",9735125,"DDA3937_RS17105",2850,NA,"Dda3937_00177","postranslational modification, protein turnover, chaperones"
"6996","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3895152,3898001,"-","WP_033112037.1","WP_033112037.1",NA,"bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase","glnE",9735125,"DDA3937_RS17105",2850,949,"","none"
"6997","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3898127,3899458,"-","","",NA,"","",9735126,"DDA3937_RS17110",1332,NA,"Dda3937_00176","inorganic ion transport and metabolism"
"6998","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3898127,3899458,"-","WP_013319273.1","WP_013319273.1",NA,"inorganic triphosphatase","",9735126,"DDA3937_RS17110",1332,443,"","none"
"6999","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3899767,3900387,"+","","",NA,"","",9735127,"DDA3937_RS17115",621,NA,"Dda3937_00175","general function prediction only"
"7000","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3899767,3900387,"+","WP_013319274.1","WP_013319274.1",NA,"SH3 domain-containing protein","",9735127,"DDA3937_RS17115",621,206,"","none"
"7001","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3900618,3901865,"+","","",NA,"","",9735128,"DDA3937_RS17120",1248,NA,"Dda3937_00174","translation, ribosomal structure, and biogenesis"
"7002","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3900618,3901865,"+","WP_013319275.1","WP_013319275.1",NA,"multifunctional CCA addition/repair protein","",9735128,"DDA3937_RS17120",1248,415,"","none"
"7003","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3901914,3902735,"-","","",NA,"","bacA",9735129,"DDA3937_RS17125",822,NA,"Dda3937_00173","lipid transport and metabolism"
"7004","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3901914,3902735,"-","WP_013319276.1","WP_013319276.1",NA,"undecaprenyl-diphosphate phosphatase","bacA",9735129,"DDA3937_RS17125",822,273,"","none"
"7005","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3902912,3903274,"-","","",NA,"","folB",9735130,"DDA3937_RS17130",363,NA,"Dda3937_00172","coenzyme transport and metabolism"
"7006","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3902912,3903274,"-","WP_033112038.1","WP_033112038.1",NA,"bifunctional dihydroneopterin aldolase/7,8-dihydroneopterin epimerase","folB",9735130,"DDA3937_RS17130",363,120,"","none"
"7007","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3903382,3904023,"+","","",NA,"","plsY",9735131,"DDA3937_RS17135",642,NA,"Dda3937_00171","lipid transport and metabolism"
"7008","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3903382,3904023,"+","WP_013319278.1","WP_013319278.1",NA,"glycerol-3-phosphate 1-O-acyltransferase PlsY","plsY",9735131,"DDA3937_RS17135",642,213,"","none"
"7009","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3904099,3905685,"-","","",NA,"","",9735132,"DDA3937_RS17140",1587,NA,"Dda3937_00170","signal transduction mechanisms"
"7010","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3904099,3905685,"-","WP_013319279.1","WP_013319279.1",NA,"Tar ligand binding domain-containing protein","",9735132,"DDA3937_RS17140",1587,528,"","none"
"7011","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3905998,3906528,"+","","",NA,"","ppa",9735133,"DDA3937_RS17145",531,NA,"Dda3937_00169","inorganic ion transport and metabolism"
"7012","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3905998,3906528,"+","WP_013319280.1","WP_013319280.1",NA,"inorganic diphosphatase","ppa",9735133,"DDA3937_RS17145",531,176,"","none"
"7013","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3906609,3906950,"-","","",NA,"","",9735134,"DDA3937_RS17150",342,NA,"Dda3937_00168","general function prediction only"
"7014","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3906609,3906950,"-","WP_013319281.1","WP_013319281.1",NA,"gamma-glutamylcyclotransferase","",9735134,"DDA3937_RS17150",342,113,"","none"
"7015","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3906953,3910708,"-","","",NA,"","",9735135,"DDA3937_RS17155",3756,NA,"Dda3937_00167","intracellular trafficking, secretion, and vesicular transport"
"7016","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3906953,3910708,"-","WP_013319282.1","WP_013319282.1",NA,"translocation/assembly module TamB","",9735135,"DDA3937_RS17155",3756,1251,"","none"
"7017","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3910705,3912441,"-","","",NA,"","",9735136,"DDA3937_RS17160",1737,NA,"Dda3937_00166","cell wall/membrane/envelope biogenesis"
"7018","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3910705,3912441,"-","WP_139348318.1","WP_139348318.1",NA,"outer membrane protein assembly factor","",9735136,"DDA3937_RS17160",1737,578,"","none"
"7019","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3912825,3913463,"+","","",NA,"","msrA",9735138,"DDA3937_RS17165",639,NA,"Dda3937_00164","postranslational modification, protein turnover, chaperones"
"7020","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3912825,3913463,"+","WP_171849479.1","WP_171849479.1",NA,"peptide-methionine (S)-S-oxide reductase MsrA","msrA",9735138,"DDA3937_RS17165",639,212,"","none"
"7021","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3913759,3915075,"+","","",NA,"","",9735139,"DDA3937_RS17170",1317,NA,"Dda3937_00163","general function prediction only"
"7022","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3913759,3915075,"+","WP_013319286.1","WP_013319286.1",NA,"HlyC/CorC family transporter","",9735139,"DDA3937_RS17170",1317,438,"","none"
"7023","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3915172,3915378,"-","","",NA,"","",9735140,"DDA3937_RS17175",207,NA,"Dda3937_00162","none"
"7024","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3915172,3915378,"-","WP_012768543.1","WP_012768543.1",NA,"DUF1107 domain-containing protein","",9735140,"DDA3937_RS17175",207,68,"","none"
"7025","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3915654,3915800,"-","","",NA,"","",56705097,"DDA3937_RS23440",147,NA,"","none"
"7026","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3915654,3915800,"-","WP_154657526.1","WP_154657526.1",NA,"hypothetical protein","",56705097,"DDA3937_RS23440",147,48,"","none"
"7027","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3915836,3916576,"-","","",NA,"","cysQ",9735141,"DDA3937_RS17180",741,NA,"Dda3937_00161","inorganic ion transport and metabolism"
"7028","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3915836,3916576,"-","WP_013319287.1","WP_013319287.1",NA,"3'(2'),5'-bisphosphate nucleotidase CysQ","cysQ",9735141,"DDA3937_RS17180",741,246,"","none"
"7029","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3916952,3918901,"+","","",NA,"","",9735142,"DDA3937_RS17185",1950,NA,"Dda3937_00160","nucleotide transport and metabolism"
"7030","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3916952,3918901,"+","WP_033112039.1","WP_033112039.1",NA,"bifunctional 2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase","",9735142,"DDA3937_RS17185",1950,649,"","none"
"7031","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3919035,3919700,"+","","",NA,"","ytfE",9735143,"DDA3937_RS17190",666,NA,"Dda3937_04394","postranslational modification, protein turnover, chaperones"
"7032","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3919035,3919700,"+","WP_013319289.1","WP_013319289.1",NA,"iron-sulfur cluster repair protein YtfE","ytfE",9735143,"DDA3937_RS17190",666,221,"","none"
"7033","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3919845,3920195,"-","","",NA,"","",23677532,"DDA3937_RS17195",351,NA,"Dda3937_00047","none"
"7034","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3919845,3920195,"-","WP_071819888.1","WP_071819888.1",NA,"DUF2502 domain-containing protein","",23677532,"DDA3937_RS17195",351,116,"","none"
"7035","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3920570,3921190,"-","","",NA,"","fklB",9735145,"DDA3937_RS17200",621,NA,"Dda3937_00046","postranslational modification, protein turnover, chaperones"
"7036","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3920570,3921190,"-","WP_013319291.1","WP_013319291.1",NA,"FKBP-type peptidyl-prolyl cis-trans isomerase","fklB",9735145,"DDA3937_RS17200",621,206,"","none"
"7037","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3921417,3922124,"+","","",NA,"","",9735146,"DDA3937_RS17205",708,NA,"Dda3937_00464","function unknown"
"7038","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3921417,3922124,"+","WP_013319292.1","WP_013319292.1",NA,"cell division protein ZapC","",9735146,"DDA3937_RS17205",708,235,"","none"
"7039","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3922108,3922482,"-","","",NA,"","",9735147,"DDA3937_RS17210",375,NA,"Dda3937_00465","function unknown"
"7040","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3922108,3922482,"-","WP_013319293.1","WP_013319293.1",NA,"DUF488 family protein","",9735147,"DDA3937_RS17210",375,124,"","none"
"7041","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3922599,3923048,"-","","",NA,"","rplI",9735148,"DDA3937_RS17215",450,NA,"Dda3937_00466","translation, ribosomal structure, and biogenesis"
"7042","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3922599,3923048,"-","WP_013319294.1","WP_013319294.1",NA,"50S ribosomal protein L9","rplI",9735148,"DDA3937_RS17215",450,149,"","none"
"7043","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3923090,3923317,"-","","",NA,"","rpsR",9735149,"DDA3937_RS17220",228,NA,"Dda3937_02619","translation, ribosomal structure, and biogenesis"
"7044","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3923090,3923317,"-","WP_000135199.1","WP_000135199.1",NA,"30S ribosomal protein S18","rpsR",9735149,"DDA3937_RS17220",228,75,"","none"
"7045","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3923322,3923642,"-","","",NA,"","priB",9735150,"DDA3937_RS17225",321,NA,"Dda3937_02618","replication, recombination, and repair"
"7046","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3923322,3923642,"-","WP_013319295.1","WP_013319295.1",NA,"primosomal replication protein N","priB",9735150,"DDA3937_RS17225",321,106,"","none"
"7047","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3923648,3924040,"-","","",NA,"","rpsF",9735151,"DDA3937_RS17230",393,NA,"Dda3937_02617","translation, ribosomal structure, and biogenesis"
"7048","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3923648,3924040,"-","WP_013319296.1","WP_013319296.1",NA,"30S ribosomal protein S6","rpsF",9735151,"DDA3937_RS17230",393,130,"","none"
"7049","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3924262,3925011,"-","","",NA,"","yjfP",9735153,"DDA3937_RS17235",750,NA,"Dda3937_02615","none"
"7050","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3924262,3925011,"-","WP_013319298.1","WP_013319298.1",NA,"esterase","yjfP",9735153,"DDA3937_RS17235",750,249,"","none"
"7051","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3925239,3927179,"+","","",NA,"","",9735154,"DDA3937_RS17240",1941,NA,"Dda3937_02614","signal transduction mechanisms"
"7052","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3925239,3927179,"+","WP_013319299.1","WP_013319299.1",NA,"methyl-accepting chemotaxis protein","",9735154,"DDA3937_RS17240",1941,646,"","none"
"7053","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3927318,3927722,"+","","",NA,"","bsmA",9735155,"DDA3937_RS17245",405,NA,"Dda3937_02613","none"
"7054","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3927318,3927722,"+","WP_042318546.1","WP_042318546.1",NA,"biofilm peroxide resistance protein BsmA","bsmA",9735155,"DDA3937_RS17245",405,134,"","none"
"7055","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3927733,3928008,"+","","",NA,"","",23677533,"DDA3937_RS17250",276,NA,"","none"
"7056","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3927733,3928008,"+","WP_033112041.1","WP_033112041.1",NA,"hypothetical protein","",23677533,"DDA3937_RS17250",276,91,"","none"
"7057","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3928112,3928846,"-","","",NA,"","rlmB",9735158,"DDA3937_RS17255",735,NA,"Dda3937_02610","translation, ribosomal structure, and biogenesis"
"7058","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3928112,3928846,"-","WP_013319303.1","WP_013319303.1",NA,"23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB","rlmB",9735158,"DDA3937_RS17255",735,244,"","none"
"7059","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3928923,3931412,"-","","",NA,"","rnr",9735159,"DDA3937_RS17260",2490,NA,"Dda3937_02609","transcription"
"7060","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3928923,3931412,"-","WP_033112042.1","WP_033112042.1",NA,"ribonuclease R","rnr",9735159,"DDA3937_RS17260",2490,829,"","none"
"7061","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3931453,3931878,"-","","",NA,"","nsrR",9735160,"DDA3937_RS17265",426,NA,"Dda3937_02608","transcription"
"7062","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3931453,3931878,"-","WP_013319305.1","WP_013319305.1",NA,"nitric oxide-sensing transcriptional repressor NsrR","nsrR",9735160,"DDA3937_RS17265",426,141,"","none"
"7063","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3932239,3933825,"+","","",NA,"","",9735162,"DDA3937_RS17270",1587,NA,"Dda3937_02606","signal transduction mechanisms"
"7064","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3932239,3933825,"+","WP_013319307.1","WP_013319307.1",NA,"Tar ligand binding domain-containing protein","",9735162,"DDA3937_RS17270",1587,528,"","none"
"7065","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3934272,3935183,"+","","",NA,"","",9735163,"DDA3937_RS17275",912,NA,"Dda3937_02605","none"
"7066","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3934272,3935183,"+","WP_013319308.1","WP_013319308.1",NA,"helix-turn-helix domain-containing protein","",9735163,"DDA3937_RS17275",912,303,"","none"
"7067","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3935186,3936436,"+","","",NA,"","codA",9735164,"DDA3937_RS17280",1251,NA,"Dda3937_02604","nucleotide transport and metabolism"
"7068","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3935186,3936436,"+","WP_033112043.1","WP_033112043.1",NA,"cytosine deaminase","codA",9735164,"DDA3937_RS17280",1251,416,"","none"
"7069","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3936591,3937211,"+","","",NA,"","",9735165,"DDA3937_RS17285",621,NA,"Dda3937_02603","signal transduction mechanisms"
"7070","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3936591,3937211,"+","WP_013319310.1","WP_013319310.1",NA,"Fic family protein","",9735165,"DDA3937_RS17285",621,206,"","none"
"7071","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3937190,3937381,"-","","",NA,"","",23677534,"DDA3937_RS17290",192,NA,"","none"
"7072","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3937190,3937381,"-","WP_033112044.1","WP_033112044.1",NA,"hypothetical protein","",23677534,"DDA3937_RS17290",192,63,"","none"
"7073","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3937527,3938540,"-","","",NA,"","",9735166,"DDA3937_RS17295",1014,NA,"Dda3937_02602","extracellular structures"
"7074","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3937527,3938540,"-","WP_013319311.1","WP_013319311.1",NA,"type IV pilus twitching motility protein PilT","",9735166,"DDA3937_RS17295",1014,337,"","none"
"7075","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3938562,3939296,"+","","",NA,"","",9735167,"DDA3937_RS17300",735,NA,"Dda3937_02601","general function prediction only"
"7076","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3938562,3939296,"+","WP_013319312.1","WP_013319312.1",NA,"YggS family pyridoxal phosphate-dependent enzyme","",9735167,"DDA3937_RS17300",735,244,"","none"
"7077","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3939330,3940151,"+","","",NA,"","",9735168,"DDA3937_RS17305",822,NA,"Dda3937_02600","amino acid transport and metabolism"
"7078","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3939330,3940151,"+","WP_013319313.1","WP_013319313.1",NA,"pyrroline-5-carboxylate reductase","",9735168,"DDA3937_RS17305",822,273,"","none"
"7079","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3940195,3940749,"+","","",NA,"","",9735169,"DDA3937_RS17310",555,NA,"Dda3937_02599","function unknown"
"7080","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3940195,3940749,"+","WP_013319314.1","WP_013319314.1",NA,"YggT family protein","",9735169,"DDA3937_RS17310",555,184,"","none"
"7081","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3940746,3941036,"+","","",NA,"","",9735170,"DDA3937_RS17315",291,NA,"Dda3937_02598","function unknown"
"7082","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3940746,3941036,"+","WP_033112045.1","WP_033112045.1",NA,"YggU family protein","",9735170,"DDA3937_RS17315",291,96,"","none"
"7083","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3941083,3941676,"+","","",NA,"","",9735171,"DDA3937_RS17320",594,NA,"Dda3937_02597","nucleotide transport and metabolism"
"7084","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3941083,3941676,"+","WP_013319316.1","WP_013319316.1",NA,"XTP/dITP diphosphatase","",9735171,"DDA3937_RS17320",594,197,"","none"
"7085","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3941669,3942808,"+","","",NA,"","hemW",9735172,"DDA3937_RS17325",1140,NA,"Dda3937_02596","coenzyme transport and metabolism"
"7086","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3941669,3942808,"+","WP_013319317.1","WP_013319317.1",NA,"radical SAM family heme chaperone HemW","hemW",9735172,"DDA3937_RS17325",1140,379,"","none"
"7087","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3942933,3943061,"+","","",NA,"","",9735173,"DDA3937_RS17330",129,NA,"Dda3937_02595","none"
"7088","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3942933,3943061,"+","WP_013319318.1","WP_013319318.1",NA,"entericidin A/B family lipoprotein","",9735173,"DDA3937_RS17330",129,42,"","none"
"7089","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3943114,3943569,"-","","",NA,"","",9735174,"DDA3937_RS17335",456,NA,"Dda3937_02594","general function prediction only"
"7090","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3943114,3943569,"-","WP_013319319.1","WP_013319319.1",NA,"GNAT family N-acetyltransferase","",9735174,"DDA3937_RS17335",456,151,"","none"
"7091","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3943581,3944828,"-","","",NA,"","lplT",9735175,"DDA3937_RS17340",1248,NA,"Dda3937_02593","none"
"7092","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3943581,3944828,"-","WP_013319320.1","WP_013319320.1",NA,"lysophospholipid transporter LplT","lplT",9735175,"DDA3937_RS17340",1248,415,"","none"
"7093","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3944825,3947023,"-","","",NA,"","aas",9735176,"DDA3937_RS17345",2199,NA,"Dda3937_02592","secondary metabolites biosynthesis, transport, and catabolism"
"7094","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3944825,3947023,"-","WP_013319321.1","WP_013319321.1",NA,"bifunctional acyl-ACP--phospholipid O-acyltransferase/long-chain-fatty-acid--ACP ligase","aas",9735176,"DDA3937_RS17345",2199,732,"","none"
"7095","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3947326,3948723,"-","","",NA,"","",9735177,"DDA3937_RS17350",1398,NA,"Dda3937_02591","carbohydrate transport and metabolism"
"7096","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3947326,3948723,"-","WP_033112046.1","WP_033112046.1",NA,"family 1 glycosylhydrolase","",9735177,"DDA3937_RS17350",1398,465,"","none"
"7097","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3948780,3950270,"-","","",NA,"","",9735178,"DDA3937_RS17355",1491,NA,"Dda3937_02590","carbohydrate transport and metabolism"
"7098","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3948780,3950270,"-","WP_013319323.1","WP_013319323.1",NA,"family 1 glycosylhydrolase","",9735178,"DDA3937_RS17355",1491,496,"","none"
"7099","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3950286,3952202,"-","","",NA,"","",9735179,"DDA3937_RS17360",1917,NA,"Dda3937_02589","carbohydrate transport and metabolism"
"7100","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3950286,3952202,"-","WP_013319324.1","WP_013319324.1",NA,"PTS glucose transporter subunit IIA","",9735179,"DDA3937_RS17360",1917,638,"","none"
"7101","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3952402,3953280,"-","","",NA,"","",9735180,"DDA3937_RS17365",879,NA,"Dda3937_02588","none"
"7102","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3952402,3953280,"-","WP_013319325.1","WP_013319325.1",NA,"PRD domain-containing protein","",9735180,"DDA3937_RS17365",879,292,"","none"
"7103","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3953805,3954707,"-","","",NA,"","lpxO",9735182,"DDA3937_RS17370",903,NA,"Dda3937_02587","postranslational modification, protein turnover, chaperones"
"7104","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3953805,3954707,"-","WP_033112047.1","WP_033112047.1",NA,"lipid A hydroxylase LpxO","lpxO",9735182,"DDA3937_RS17370",903,300,"","none"
"7105","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3955234,3956244,"+","","",NA,"","galR",9735183,"DDA3937_RS17375",1011,NA,"Dda3937_02586","transcription"
"7106","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3955234,3956244,"+","WP_013319327.1","WP_013319327.1",NA,"HTH-type transcriptional regulator GalR","galR",9735183,"DDA3937_RS17375",1011,336,"","none"
"7107","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3956499,3957215,"-","","",NA,"","",9735184,"DDA3937_RS17380",717,NA,"Dda3937_02585","signal transduction mechanisms"
"7108","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3956499,3957215,"-","WP_033112048.1","WP_033112048.1",NA,"Fic family protein","",9735184,"DDA3937_RS17380",717,238,"","none"
"7109","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",3957208,3957876,"-","","",NA,"","",9735185,"DDA3937_RS17385",669,NA,"Dda3937_04395","none"
