"X","Dickeya_dadantii_3937","Dickeya_dianthicola_67_19","Dickeya_dianthicola_ME23","Pectobacterium_carotovorum_WPP14","Dda3937_locus","DdiaME23_locus","Ddia6719_locus","PcWPP14_locus"
"group_02887","WP_013318692.1","WP_024106582.1","WP_024106582.1","None","DDA3937_RS14255","DZA65_RS14905","HGI48_RS14230",NA
"group_02888","WP_013317489.1","WP_192991024.1","WP_024105525.1","None","DDA3937_RS08615","DZA65_RS09045","HGI48_RS08755",NA
"group_02889","WP_033111956.1","WP_192988896.1","WP_024106546.1","None","DDA3937_RS14050","DZA65_RS14720","HGI48_RS14045",NA
"group_02890","WP_013319929.1","WP_192989956.1","WP_024107722.1","None","DDA3937_RS20470","DZA65_RS00795","HGI48_RS00740",NA
"group_02891","WP_013319991.1","WP_024107785.1","WP_024107785.1","None","DDA3937_RS20775","DZA65_RS00470","HGI48_RS00470",NA
"group_02892","WP_013316893.1","WP_192990633.1","WP_024109785.1","None","DDA3937_RS05825","DZA65_RS06205","HGI48_RS05870",NA
"group_02893","WP_013318683.1","WP_192988919.1","WP_024106574.1","None","DDA3937_RS14210","DZA65_RS14860","HGI48_RS14185",NA
"group_02894","WP_033111565.1","WP_192990145.1","WP_024104402.1","None","DDA3937_RS02285","DZA65_RS02370","HGI48_RS02260",NA
"group_02895","WP_013318983.1","WP_029729679.1","WP_024106870.1","None","DDA3937_RS15620","DZA65_RS16795","HGI48_RS15715",NA
"group_02896","WP_013319878.1","WP_192989696.1","WP_024107675.1","None","DDA3937_RS20175","DZA65_RS21360","HGI48_RS20320",NA
"group_02897","WP_013318479.1","WP_192988817.1","WP_024106454.1","None","DDA3937_RS13315","DZA65_RS13850","HGI48_RS13365",NA
"group_02898","WP_013319598.1","WP_192989506.1","WP_024109232.1","None","DDA3937_RS18690","DZA65_RS19755","HGI48_RS18620",NA
"group_02899","WP_013317830.1","WP_192991231.1","WP_024105834.1","None","DDA3937_RS10195","DZA65_RS10645","HGI48_RS10225",NA
"group_02900","WP_013319566.1","WP_192989487.1","WP_024109220.1","None","DDA3937_RS18530","DZA65_RS19590","HGI48_RS18455",NA
"group_02901","WP_013319930.1","WP_192989955.1","WP_024107723.1","None","DDA3937_RS20475","DZA65_RS00790","HGI48_RS00735",NA
"group_02902","WP_013316788.1","WP_192990580.1","WP_024104919.1","None","DDA3937_RS05300","DZA65_RS05685","HGI48_RS05385",NA
"group_02903","WP_013317683.1","WP_192991129.1","WP_024105677.1","None","DDA3937_RS09490","DZA65_RS09820","HGI48_RS09510",NA
"group_02904","WP_013319927.1","WP_192989957.1","WP_024109315.1","None","DDA3937_RS20460","DZA65_RS00805","HGI48_RS00750",NA
"group_02905","WP_033111522.1","WP_192989996.1","WP_024104179.1","None","DDA3937_RS01115","DZA65_RS01170","HGI48_RS01100",NA
"group_02906","WP_013317827.1","WP_192991228.1","WP_024105831.1","None","DDA3937_RS10180","DZA65_RS10630","HGI48_RS10210",NA
"group_02907","WP_013319628.1","WP_192989536.1","WP_024110242.1","None","DDA3937_RS18845","DZA65_RS19960","HGI48_RS18850",NA
"group_02908","WP_013317970.1","WP_192991327.1","WP_103415878.1","None","DDA3937_RS10900","DZA65_RS11320","HGI48_RS10855",NA
"group_02909","WP_013320005.1","WP_192989917.1","WP_024107798.1","None","DDA3937_RS20840","DZA65_RS00405","HGI48_RS00405",NA
"group_02910","WP_013316804.1","WP_192990588.1","WP_103415779.1","None","DDA3937_RS05375","DZA65_RS05760","HGI48_RS05440",NA
"group_02911","WP_013317272.1","WP_192991433.1","WP_103415739.1","None","DDA3937_RS07630","DZA65_RS07985","HGI48_RS07480",NA
"group_02912","WP_033112152.1","WP_192989920.1","WP_024107788.1","None","DDA3937_RS20790","DZA65_RS00455","HGI48_RS00455",NA
"group_02913","WP_033111936.1","WP_192988816.1","WP_024106453.1","None","DDA3937_RS13310","DZA65_RS13845","HGI48_RS13360",NA
"group_02914","WP_013316654.1","WP_192990477.1","WP_024104787.1","None","DDA3937_RS04645","DZA65_RS04525","HGI48_RS04605",NA
"group_02915","WP_013319741.1","WP_192989599.1","WP_024107557.1","None","DDA3937_RS19475","DZA65_RS20685","HGI48_RS19605",NA
"group_02916","WP_013317205.1","WP_192990945.1","WP_024105478.1","None","DDA3937_RS07310","DZA65_RS08725","HGI48_RS08130",NA
"group_02917","WP_013316664.1","WP_192990484.1","WP_024104796.1","None","DDA3937_RS04705","DZA65_RS04570","HGI48_RS04650",NA
"group_02918","WP_013318982.1","WP_192989141.1","WP_024109095.1","None","DDA3937_RS15615","DZA65_RS16790","HGI48_RS15710",NA
"group_02919","WP_033112167.1","WP_192989850.1","WP_024107888.1","None","DDA3937_RS21335","DZA65_RS22650","HGI48_RS21665",NA
"group_02920","WP_013319960.1","WP_192989930.1","WP_051125473.1","None","DDA3937_RS20635","DZA65_RS00585","HGI48_RS00550",NA
"group_02921","WP_013317638.1","WP_192991102.1","WP_024105638.1","None","DDA3937_RS09295","DZA65_RS09625","HGI48_RS09320",NA
"group_02922","WP_013319745.1","WP_192989603.1","WP_024107561.1","None","DDA3937_RS19495","DZA65_RS20705","HGI48_RS19625",NA
"group_02923","WP_013317162.1","WP_192990931.1","WP_024105460.1","None","DDA3937_RS07125","DZA65_RS08635","HGI48_RS08040",NA
"group_02924","WP_139348426.1","WP_192991323.1","WP_162928391.1","None","DDA3937_RS10880","DZA65_RS11300","HGI48_RS10835",NA
"group_02925","WP_013319924.1","WP_192989960.1","WP_024107718.1","None","DDA3937_RS20445","DZA65_RS00820","HGI48_RS00765",NA
"group_02926","WP_033112108.1","WP_192989586.1","WP_024107540.1","None","DDA3937_RS19370","DZA65_RS20590","HGI48_RS19500",NA
"group_02927","WP_033112342.1","WP_192991532.1","WP_024109074.1","None","DDA3937_RS12690","DZA65_RS16280","HGI48_RS15460",NA
"group_02928","WP_033112020.1","WP_192989216.1","WP_024109127.1","None","DDA3937_RS16340","DZA65_RS17520","HGI48_RS16435",NA
"group_02929","WP_033111799.1","WP_192991059.1","WP_024105572.1","None","DDA3937_RS22775","DZA65_RS09280","HGI48_RS08975",NA
"group_02930","WP_148226882.1","WP_192989108.1","WP_026594959.1","None","DDA3937_RS12665","DZA65_RS16305","HGI48_RS15485",NA
"group_02931","WP_013318691.1","WP_192988925.1","WP_024106581.1","None","DDA3937_RS14250","DZA65_RS14900","HGI48_RS14225",NA
"group_02932","WP_013318280.1","WP_192990768.1","WP_024105215.1","None","DDA3937_RS12380","DZA65_RS07305","HGI48_RS06960",NA
"group_02933","WP_033112430.1","WP_192991564.1","WP_026594861.1","None","DDA3937_RS19375","DZA65_RS20595","HGI48_RS19505",NA
"group_02934","WP_013317828.1","WP_192991229.1","WP_024105832.1","None","DDA3937_RS10185","DZA65_RS10635","HGI48_RS10215",NA
"group_02935","WP_042318228.1","WP_192990759.1","WP_024105205.1","None","DDA3937_RS06930","DZA65_RS07255","HGI48_RS06910",NA
"group_02936","WP_033111779.1","WP_192991005.1","WP_024105500.1","None","DDA3937_RS08460","DZA65_RS08915","HGI48_RS08625",NA
"group_02937","WP_013318418.1","WP_192988783.1","WP_103415911.1","None","DDA3937_RS13030","DZA65_RS13565","HGI48_RS13095",NA
"group_02938","WP_013318796.1","WP_192988989.1","WP_024109041.1","None","DDA3937_RS14735","DZA65_RS15615","HGI48_RS14670",NA
"group_02939","WP_013316422.1","WP_192990336.1","WP_024104691.1","None","DDA3937_RS03560","DZA65_RS03770","HGI48_RS03650",NA
"group_02940","WP_013317829.1","WP_192991230.1","WP_029729477.1","None","DDA3937_RS10190","DZA65_RS10640","HGI48_RS10220",NA
"group_02941","WP_033111490.1","WP_192989777.1","WP_024104045.1","None","DDA3937_RS00295","DZA65_RS22055","HGI48_RS21070",NA
"group_02942","WP_013317800.1","WP_192991212.1","WP_024105810.1","None","DDA3937_RS10075","DZA65_RS10520","HGI48_RS10105",NA
"group_02943","WP_013319743.1","WP_192989601.1","WP_024109261.1","None","DDA3937_RS19485","DZA65_RS20695","HGI48_RS19615",NA
"group_02944","WP_013320084.1","WP_192989870.1","WP_026594876.1","None","DDA3937_RS21220","DZA65_RS00085","HGI48_RS00075",NA
"group_02945","None","WP_161132399.1","WP_024104292.1","WP_010296251.1",NA,"DZA65_RS01805","HGI48_RS01730","HER17_RS19165"
"group_02946","WP_013317268.1","WP_192990841.1","WP_024108590.1","None","DDA3937_RS07610","DZA65_RS07965","HGI48_RS07460",NA
"group_02947","WP_013315820.1","WP_192989750.1","WP_024108065.1","None","DDA3937_RS00550","DZA65_RS21855","HGI48_RS20840",NA
"group_02948","WP_013318115.1","WP_192988592.1","WP_103415971.1","None","DDA3937_RS11600","DZA65_RS12150","HGI48_RS11665",NA
"group_02949","WP_013318176.1","WP_161132834.1","WP_024109812.1","None","DDA3937_RS11875","DZA65_RS07780","HGI48_RS07270",NA
"group_02950","WP_193345737.1","WP_192990882.1","WP_103415751.1","None","DDA3937_RS07965","DZA65_RS08315","HGI48_RS07720",NA
"group_02951","WP_013316160.1","WP_192991389.1","WP_103415792.1","None","DDA3937_RS02260","DZA65_RS02355","HGI48_RS02215",NA
"group_02952","WP_013318829.1","WP_192989034.1","WP_024106695.1","None","DDA3937_RS14895","DZA65_RS15745","HGI48_RS14995",NA
"group_02953","WP_033112310.1","WP_192991109.1","WP_024105646.1","None","DDA3937_RS09335","DZA65_RS09670","HGI48_RS09360",NA
"group_02954","WP_013317084.1","WP_192990744.1","WP_024108524.1","None","DDA3937_RS06785","DZA65_RS07160","HGI48_RS06820",NA
"group_02955","WP_013318665.1","WP_192988909.1","WP_024106560.1","None","DDA3937_RS14125","DZA65_RS14785","HGI48_RS14125",NA
"group_02956","WP_033111491.1","WP_192989774.1","WP_024104049.1","None","DDA3937_RS00310","DZA65_RS22040","HGI48_RS21055",NA
"group_02957","WP_033112180.1","WP_192991575.1","WP_024104050.1","None","DDA3937_RS00315","DZA65_RS22035","HGI48_RS21050",NA
"group_02958","WP_013319944.1","WP_192989950.1","WP_024107736.1","None","DDA3937_RS20555","DZA65_RS00715","HGI48_RS00660",NA
"group_02959","WP_033112052.1","WP_192989367.1","WP_024107175.1","None","DDA3937_RS17455","DZA65_RS18585","HGI48_RS17520",NA
"group_02960","WP_013318186.1","WP_192988641.1","WP_026594754.1","None","DDA3937_RS11935","DZA65_RS12475","HGI48_RS12025",NA
"group_02961","WP_042318400.1","WP_192988681.1","WP_024106215.1","None","DDA3937_RS12205","DZA65_RS12735","HGI48_RS12295",NA
"group_02962","None","WP_192991249.1","WP_024105864.1","WP_010295232.1",NA,"DZA65_RS10825","HGI48_RS10350","HER17_RS11050"
"group_02963","WP_013317633.1","WP_192991461.1","WP_024108698.1","None","DDA3937_RS09275","DZA65_RS09605","HGI48_RS09300",NA
"group_02964","WP_033111669.1","WP_192990536.1","WP_024104857.1","None","DDA3937_RS05020","DZA65_RS05365","HGI48_RS05025",NA
"group_02965","WP_013318781.1","WP_192988980.1","WP_026594810.1","None","DDA3937_RS14665","DZA65_RS15550","HGI48_RS14610",NA
"group_02966","WP_013318682.1","WP_192988918.1","WP_024106573.1","None","DDA3937_RS14205","DZA65_RS14855","HGI48_RS14180",NA
"group_02967","WP_033111744.1","WP_192990828.1","WP_024105266.1","None","DDA3937_RS07500","DZA65_RS07880","HGI48_RS07370",NA
"group_02968","WP_033111683.1","WP_192991415.1","WP_035044555.1","None","DDA3937_RS05565","DZA65_RS05950","HGI48_RS05625",NA
"group_02969","WP_013316933.1","WP_026594685.1","WP_026594685.1","None","DDA3937_RS06015","DZA65_RS06410","HGI48_RS06060",NA
"group_02970","WP_013317400.1","WP_192989512.1","WP_103415656.1","None","DDA3937_RS08220","DZA65_RS19810","HGI48_RS18675",NA
"group_02971","None","WP_192988892.1","WP_024104812.1","WP_039473686.1",NA,"DZA65_RS04670","HGI48_RS14010","HER17_RS14310"
"group_02972","WP_013317543.1","WP_192991456.1","WP_029729435.1","None","DDA3937_RS08870","DZA65_RS09255","HGI48_RS08940",NA
"group_02973","WP_033111962.1","WP_192988955.1","WP_024106630.1","None","DDA3937_RS14490","DZA65_RS15395","HGI48_RS14460",NA
"group_02974","WP_033112303.1","WP_192991458.1","WP_158666901.1","None","DDA3937_RS08950","DZA65_RS09325","HGI48_RS09020",NA
"group_02975","WP_033111723.1","WP_192990928.1","WP_024105457.1","None","DDA3937_RS07095","DZA65_RS08620","HGI48_RS08025",NA
"group_02976","WP_013319339.1","WP_024107171.1","WP_024107171.1","None","DDA3937_RS17435","DZA65_RS18565","HGI48_RS17500",NA
"group_02977","WP_013319996.1","WP_024107790.1","WP_024107790.1","None","DDA3937_RS20800","DZA65_RS00445","HGI48_RS00445",NA
"group_02978","WP_013319958.1","WP_192989932.1","WP_024107760.1","None","DDA3937_RS20625","DZA65_RS00595","HGI48_RS00560",NA
"group_02979","WP_033111905.1","WP_192988669.1","WP_024106202.1","None","DDA3937_RS12125","DZA65_RS12670","HGI48_RS12220",NA
"group_02980","WP_013316932.1","WP_192990652.1","WP_024105047.1","None","DDA3937_RS06010","DZA65_RS06400","HGI48_RS06055",NA
"group_02981","WP_013318675.1","WP_161131658.1","WP_024106567.1","None","DDA3937_RS14170","DZA65_RS14825","HGI48_RS14155",NA
"group_02982","WP_013316389.1","WP_192990318.1","WP_024104663.1","None","DDA3937_RS03415","DZA65_RS03630","HGI48_RS03515",NA
"group_02983","WP_013319993.1","WP_161131852.1","WP_024107787.1","None","DDA3937_RS20785","DZA65_RS00460","HGI48_RS00460",NA
"group_02984","WP_013317116.1","WP_192990758.1","WP_046830383.1","None","DDA3937_RS06925","DZA65_RS07250","HGI48_RS06905",NA
"group_02985","None","WP_192991459.1","WP_162928390.1","WP_010297710.1",NA,"DZA65_RS09350","HGI48_RS09035","HER17_RS08765"
"group_02986","WP_033112444.1","WP_192991371.1","WP_026594978.1","None","DDA3937_RS20860","DZA65_RS00385","HGI48_RS00385",NA
"group_02987","WP_013316655.1","WP_192990478.1","WP_103415922.1","None","DDA3937_RS04650","DZA65_RS04530","HGI48_RS04610",NA
"group_02988","WP_033111708.1","WP_024105174.1","WP_024105174.1","None","DDA3937_RS06730","DZA65_RS07105","HGI48_RS06750",NA
"group_02989","WP_033112376.1","WP_192991520.1","WP_024106661.1","None","DDA3937_RS14670","DZA65_RS15555","HGI48_RS14615",NA
"group_02990","WP_013316930.1","WP_024105045.1","WP_024105045.1","None","DDA3937_RS06000","DZA65_RS06390","HGI48_RS06045",NA
"group_02991","WP_175637705.1","WP_192991388.1","WP_035045091.1","None","DDA3937_RS02240","DZA65_RS02330","HGI48_RS02195",NA
"group_02992","WP_013319985.1","WP_161131846.1","WP_024107779.1","None","DDA3937_RS20745","DZA65_RS00500","HGI48_RS00500",NA
"group_02993","WP_033111833.1","WP_192991192.1","WP_103415938.1","None","DDA3937_RS09950","DZA65_RS10290","HGI48_RS09955",NA
"group_02994","WP_033112164.1","WP_192989867.1","WP_024109366.1","None","DDA3937_RS21250","DZA65_RS00050","HGI48_RS00060",NA
"group_02995","WP_013318600.1","WP_192990789.1","WP_024108963.1","None","DDA3937_RS13875","DZA65_RS14430","HGI48_RS07090",NA
"group_02996","WP_033111803.1","WP_192991065.1","WP_162928377.1","None","DDA3937_RS08955","DZA65_RS09330","HGI48_RS09025",NA
"group_02997","WP_033111716.1","WP_192990754.1","WP_024105199.1","None","DDA3937_RS06895","DZA65_RS07225","HGI48_RS06885",NA
"group_02998","WP_013318668.1","WP_192988910.1","WP_026594801.1","None","DDA3937_RS14140","DZA65_RS14800","HGI48_RS14135",NA
"group_02999","WP_013316159.1","WP_192990141.1","WP_024104394.1","None","DDA3937_RS02255","DZA65_RS02350","HGI48_RS02210",NA
"group_03000","WP_013316647.1","WP_192990473.1","WP_024108321.1","None","DDA3937_RS04615","DZA65_RS04495","HGI48_RS04570",NA
"group_03001","WP_013317278.1","WP_192990847.1","WP_024109829.1","None","DDA3937_RS07660","DZA65_RS08020","HGI48_RS07510",NA
"group_03002","WP_148226906.1","WP_192991533.1","WP_024106798.1","None","DDA3937_RS12655","DZA65_RS16315","HGI48_RS15495",NA
"group_03003","WP_013320012.1","WP_161131862.1","WP_024107805.1","None","DDA3937_RS20875","DZA65_RS00370","HGI48_RS00370",NA
"group_03004","WP_081441334.1","WP_192990746.1","WP_158666887.1","None","DDA3937_RS06800","DZA65_RS07175","HGI48_RS06835",NA
"group_03005","WP_013317381.1","WP_161131960.1","WP_024105424.1","None","DDA3937_RS08135","DZA65_RS08455","HGI48_RS07865",NA
"group_03006","WP_013317559.1","WP_192991457.1","WP_024108680.1","None","DDA3937_RS08940","DZA65_RS09315","HGI48_RS09010",NA
"group_03007","None","WP_192988606.1","WP_024106126.1","WP_010309677.1",NA,"DZA65_RS12325","HGI48_RS11785","HER17_RS16475"
"group_03008","WP_033112361.1","WP_192991516.1","WP_024106545.1","None","DDA3937_RS14045","DZA65_RS14715","HGI48_RS14040",NA
"group_03009","WP_013315772.1","WP_192989773.1","WP_024104051.1","None","DDA3937_RS00320","DZA65_RS22030","HGI48_RS21045",NA
"group_03010","WP_042318239.1","WP_192990947.1","WP_024108561.1","None","DDA3937_RS07320","DZA65_RS08735","HGI48_RS08140",NA
"group_03011","WP_013319523.1","WP_192989463.1","WP_024107328.1","None","DDA3937_RS18320","DZA65_RS19395","HGI48_RS18255",NA
"group_03012","WP_013317538.1","WP_192991050.1","WP_024105562.1","None","DDA3937_RS08845","DZA65_RS09230","HGI48_RS08915",NA
"group_03013","WP_013316112.1","WP_192990110.1","WP_103415802.1","None","DDA3937_RS02045","DZA65_RS02105","HGI48_RS02005",NA
"group_03014","WP_013319616.1","WP_192989524.1","WP_024107426.1","None","DDA3937_RS18780","DZA65_RS19900","HGI48_RS18765",NA
"group_03015","WP_042318423.1","WP_192988920.1","WP_024109012.1","None","DDA3937_RS14220","DZA65_RS14870","HGI48_RS14195",NA
"group_03016","WP_033111797.1","WP_192991054.1","WP_024105566.1","None","DDA3937_RS08865","DZA65_RS09250","HGI48_RS08935",NA
"group_03017","WP_013319957.1","WP_192989933.1","WP_024107759.1","None","DDA3937_RS20620","DZA65_RS00600","HGI48_RS00565",NA
"group_03018","WP_033111967.1","WP_192988978.1","WP_103415837.1","None","DDA3937_RS14655","DZA65_RS15540","HGI48_RS14600",NA
"group_03019","WP_042318034.1","WP_192990087.1","WP_026594894.1","None","DDA3937_RS01890","DZA65_RS01895","HGI48_RS01840",NA
"group_03020","WP_013318185.1","WP_192988640.1","WP_024106162.1","None","DDA3937_RS11930","DZA65_RS12470","HGI48_RS12020",NA
"group_03021","WP_013318596.1","WP_192990793.1","WP_024106435.1","None","DDA3937_RS13855","DZA65_RS07615","HGI48_RS07110",NA
"group_03022","WP_033111718.1","WP_192990756.1","WP_024105202.1","None","DDA3937_RS06915","DZA65_RS07240","HGI48_RS06895",NA
"group_03023","WP_013319646.1","WP_192989547.1","WP_024107451.1","None","DDA3937_RS18925","DZA65_RS20030","HGI48_RS18930",NA
"group_03024","WP_013317378.1","WP_161131963.1","WP_024105421.1","None","DDA3937_RS08120","DZA65_RS08440","HGI48_RS07850",NA
"group_03025","None","WP_192988612.1","WP_024106133.1","WP_010296329.1",NA,"DZA65_RS12360","HGI48_RS11820","HER17_RS16450"
"group_03026","WP_033112179.1","WP_192989775.1","WP_024104048.1","None","DDA3937_RS00305","DZA65_RS22045","HGI48_RS21060",NA
"group_03027","WP_033111709.1","WP_161131477.1","WP_024108521.1","None","DDA3937_RS06755","DZA65_RS07145","HGI48_RS06800",NA
"group_03028","WP_013319308.1","WP_192989334.1","WP_051119528.1","None","DDA3937_RS17275","DZA65_RS18420","HGI48_RS17330",NA
"group_03029","WP_013317269.1","WP_192990842.1","WP_024108591.1","None","DDA3937_RS07615","DZA65_RS07970","HGI48_RS07465",NA
"group_03030","None","WP_024103977.1","WP_024103977.1","WP_010301924.1",NA,"DZA65_RS17000","HGI48_RS15925","HER17_RS16965"
"group_03031","WP_013318340.1","WP_192989107.1","WP_024106795.1","None","DDA3937_RS12670","DZA65_RS16300","HGI48_RS15480",NA
"group_03032","WP_148226850.1","WP_192989782.1","WP_026594600.1","None","DDA3937_RS00250","DZA65_RS22085","HGI48_RS21110",NA
"group_03033","WP_013319129.1","WP_024109135.1","WP_024109135.1","None","DDA3937_RS16390","DZA65_RS17575","HGI48_RS16490",NA
"group_03034","WP_013317396.1","WP_024107412.1","WP_103415658.1","None","DDA3937_RS08205","DZA65_RS19825","HGI48_RS18690",NA
"group_03035","WP_107768463.1","WP_192991328.1","WP_024109921.1","None","DDA3937_RS10905","DZA65_RS11325","HGI48_RS10860",NA
"group_03036","WP_013320070.1","WP_192989875.1","WP_024107854.1","None","DDA3937_RS21150","DZA65_RS00130","HGI48_RS00115",NA
"group_03037","WP_013317237.1","WP_192990826.1","WP_024105260.1","None","DDA3937_RS07465","DZA65_RS07850","HGI48_RS07340",NA
"group_03038","WP_033111613.1","WP_024104718.1","WP_024104718.1","None","DDA3937_RS03765","DZA65_RS03915","HGI48_RS03785",NA
"group_03039","WP_033112067.1","WP_192989395.1","WP_024107219.1","None","DDA3937_RS17680","DZA65_RS18820","HGI48_RS17685",NA
"group_03040","WP_033111651.1","WP_161132246.1","WP_103415923.1","None","DDA3937_RS04625","DZA65_RS04505","HGI48_RS04580",NA
"group_03041","WP_013319342.1","WP_192989366.1","WP_024107174.1","None","DDA3937_RS17450","DZA65_RS18580","HGI48_RS17515",NA
"group_03042","WP_013317380.1","WP_192990902.1","WP_024105423.1","None","DDA3937_RS08130","DZA65_RS08450","HGI48_RS07860",NA
"group_03043","WP_013316077.1","WP_192990085.1","WP_024109564.1","None","DDA3937_RS01880","DZA65_RS01885","HGI48_RS01830",NA
"group_03044","WP_013317200.1","WP_192990942.1","WP_024105473.1","None","DDA3937_RS07285","DZA65_RS08700","HGI48_RS08105",NA
"group_03045","WP_013319325.1","WP_192989348.1","WP_024107160.1","None","DDA3937_RS17365","DZA65_RS18500","HGI48_RS17410",NA
"group_03046","WP_013318242.1","WP_046830465.1","WP_046830465.1","None","DDA3937_RS12200","DZA65_RS12730","HGI48_RS12290",NA
"group_03047","WP_033111560.1","WP_192990138.1","WP_024104390.1","None","DDA3937_RS02235","DZA65_RS02325","HGI48_RS02190",NA
"group_03048","WP_013316154.1","WP_161132270.1","WP_103415795.1","None","DDA3937_RS02230","DZA65_RS02320","HGI48_RS02185",NA
"group_03049","WP_013316216.1","WP_192990177.1","WP_024104440.1","None","DDA3937_RS02525","DZA65_RS02575","HGI48_RS02470",NA
"group_03050","WP_033111980.1","WP_192989053.1","WP_024106717.1","None","DDA3937_RS15045","DZA65_RS15875","HGI48_RS15125",NA
"group_03051","WP_013318415.1","WP_192988780.1","WP_024108878.1","None","DDA3937_RS13015","DZA65_RS13545","HGI48_RS13080",NA
"group_03052","WP_033112278.1","WP_192991435.1","WP_103415757.1","None","DDA3937_RS07670","DZA65_RS08030","HGI48_RS07520",NA
"group_03053","WP_013319630.1","WP_192989537.1","WP_024109244.1","None","DDA3937_RS18855","DZA65_RS19970","HGI48_RS18860",NA
"group_03054","WP_013319495.1","WP_192989445.1","WP_024107306.1","None","DDA3937_RS18185","DZA65_RS19285","HGI48_RS18135",NA
"group_03055","WP_013318241.1","WP_192988680.1","WP_024106213.1","None","DDA3937_RS12195","DZA65_RS12725","HGI48_RS12285",NA
"group_03056","WP_013316157.1","WP_192990139.1","WP_103415794.1","None","DDA3937_RS02245","DZA65_RS02335","HGI48_RS02200",NA
"group_03057","WP_013316657.1","WP_161132372.1","WP_024104790.1","None","DDA3937_RS04660","DZA65_RS04540","HGI48_RS04620",NA
"group_03058","WP_139348349.1","WP_192989783.1","WP_026594599.1","None","DDA3937_RS00245","DZA65_RS22090","HGI48_RS21115",NA
"group_03059","WP_033112277.1","WP_192991434.1","WP_103415756.1","None","DDA3937_RS07665","DZA65_RS08025","HGI48_RS07515",NA
"group_03060","WP_033111584.1","WP_192990237.1","WP_024104523.1","None","DDA3937_RS02925","DZA65_RS03065","HGI48_RS02885",NA
"group_03061","WP_033111550.1","WP_192990119.1","WP_024108133.1","None","DDA3937_RS02085","DZA65_RS02205","HGI48_RS02080",NA
"group_03062","WP_148226887.1","WP_192989484.1","WP_144414588.1","None","DDA3937_RS18500","DZA65_RS19560","HGI48_RS18425",NA
"group_03063","WP_013318599.1","WP_192990790.1","WP_103415835.1","None","DDA3937_RS13870","DZA65_RS14425","HGI48_RS07095",NA
"group_03064","WP_013318867.1","WP_192989057.1","WP_024106729.1","None","DDA3937_RS15065","DZA65_RS15945","HGI48_RS15145",NA
"group_03065","WP_013317665.1","WP_024105660.1","WP_024108712.1","None","DDA3937_RS09415","DZA65_RS09740","HGI48_RS09430",NA
"group_03066","WP_042318671.1","WP_046830423.1","WP_046830423.1","None","DDA3937_RS20795","DZA65_RS00450","HGI48_RS00450",NA
"group_03067","WP_013317231.1","WP_192990821.1","WP_024108580.1","None","DDA3937_RS07435","DZA65_RS07820","HGI48_RS07310",NA
"group_03068","WP_013316167.1","WP_192990147.1","WP_024104404.1","None","DDA3937_RS02295","DZA65_RS02380","HGI48_RS02270",NA
"group_03069","WP_013317115.1","WP_192990757.1","WP_024105203.1","None","DDA3937_RS06920","DZA65_RS07245","HGI48_RS06900",NA
"group_03070","WP_013317398.1","WP_024107411.1","WP_024109234.1","None","DDA3937_RS08210","DZA65_RS19820","HGI48_RS18685",NA
"group_03071","WP_042318225.1","WP_192990755.1","WP_081634300.1","None","DDA3937_RS06905","DZA65_RS07235","HGI48_RS06890",NA
"group_03072","WP_033111769.1","WP_192990899.1","WP_024105417.1","None","DDA3937_RS08100","DZA65_RS08420","HGI48_RS07830",NA
"group_03073","WP_013319956.1","WP_192989934.1","WP_024107758.1","None","DDA3937_RS20615","DZA65_RS00605","HGI48_RS00570",NA
"group_03074","WP_013318775.1","WP_192988976.1","WP_024109035.1","None","DDA3937_RS14640","DZA65_RS15530","HGI48_RS14590",NA
"group_03075","WP_013317376.1","WP_161131965.1","WP_024105419.1","None","DDA3937_RS08110","DZA65_RS08430","HGI48_RS07840",NA
"group_03076","WP_013316929.1","WP_192990650.1","WP_024109787.1","None","DDA3937_RS05995","DZA65_RS06385","HGI48_RS06040",NA
"group_03077","WP_013317822.1","WP_192991225.1","WP_024109526.1","None","DDA3937_RS10165","DZA65_RS10610","HGI48_RS10195",NA
"group_03078","WP_033112051.1","WP_192989365.1","WP_024107173.1","None","DDA3937_RS17445","DZA65_RS18575","HGI48_RS17510",NA
"group_03079","WP_013315815.1","WP_192989755.1","WP_024104082.1","None","DDA3937_RS00525","DZA65_RS21880","HGI48_RS20865",NA
"group_03080","WP_013317277.1","WP_192990846.1","WP_024109828.1","None","DDA3937_RS07655","DZA65_RS08015","HGI48_RS07505",NA
"group_03081","WP_158305120.1","WP_192989893.1","WP_024107834.1","None","DDA3937_RS08265","DZA65_RS00225","HGI48_RS00220",NA
"group_03082","WP_033111730.1","WP_192990937.1","WP_024105467.1","None","DDA3937_RS07215","DZA65_RS08670","HGI48_RS08075",NA
"group_03083","WP_013317539.1","WP_192991051.1","WP_024105563.1","None","DDA3937_RS08850","DZA65_RS09235","HGI48_RS08920",NA
"group_03084","WP_013317490.1","WP_161132211.1","WP_026594724.1","None","DDA3937_RS08620","DZA65_RS09050","HGI48_RS08760",NA
"group_03085","WP_013316928.1","WP_192990649.1","WP_024108479.1","None","DDA3937_RS05990","DZA65_RS06380","HGI48_RS06035",NA
"group_03086","WP_013319998.1","WP_192989918.1","WP_026594977.1","None","DDA3937_RS20810","DZA65_RS00435","HGI48_RS00435",NA
"group_03087","WP_013317161.1","WP_192990930.1","WP_024108649.1","None","DDA3937_RS07120","DZA65_RS08630","HGI48_RS08035",NA
