	Dickeya_dadantii_3937	Dickeya_dianthicola_67_19	Dickeya_dianthicola_ME23	Pectobacterium_carotovorum_WPP14
group_03124	WP_033111979.1	WP_192991529.1	WP_024106712.1	None
group_03125	WP_013317296.1	WP_192990853.1	WP_024105352.1	None
group_03126	WP_013317517.1	WP_024105544.1	WP_024105544.1	None
group_03127	WP_013317401.1	WP_109104970.1	WP_024107408.1	None
group_03128	WP_033111989.1	WP_192989100.1	WP_024106785.1	None
group_03129	WP_013317965.1	WP_192991322.1	WP_024105954.1	None
group_03130	None	WP_192989551.1	WP_024109248.1	WP_010301446.1
group_03131	WP_033112047.1	WP_024108548.1	WP_024108548.1	None
group_03132	WP_033111736.1	WP_192990943.1	WP_024105476.1	None
group_03133	WP_013319595.1	WP_024107396.1	WP_024107396.1	None
group_03134	WP_033111566.1	WP_192990146.1	WP_024104403.1	None
group_03135	WP_013316430.1	WP_192990342.1	WP_024104699.1	None
group_03136	WP_013316475.1	WP_192991442.1	WP_024108640.1	None
group_03137	WP_013319955.1	WP_192989935.1	WP_024107757.1	None
group_03138	WP_013317399.1	WP_192989513.1	WP_103415657.1	None
group_03139	WP_013319105.1	WP_192989208.1	WP_024106972.1	None
group_03140	WP_013319804.1	WP_192989646.1	WP_024109280.1	None
group_03141	WP_013317265.1	WP_192990839.1	WP_024108587.1	None
group_03142	WP_013318237.1	WP_192991483.1	WP_024106210.1	None
group_03143	WP_033111906.1	WP_192988679.1	WP_024106212.1	None
group_03144	WP_013317271.1	WP_161143077.1	WP_024108593.1	None
group_03145	WP_013319344.1	WP_192991548.1	WP_024107176.1	None
group_03146	WP_013319642.1	WP_192989543.1	WP_024107447.1	None
group_03147	WP_033111493.1	WP_192989768.1	WP_024104062.1	None
group_03148	WP_013320002.1	WP_024107796.1	WP_024107796.1	None
group_03149	WP_033112337.1	WP_161142934.1	WP_024108851.1	None
group_03150	WP_013317825.1	WP_192991227.1	WP_024105830.1	None
group_03151	WP_013316802.1	WP_192990586.1	WP_103415778.1	None
group_03152	WP_013317771.1	WP_192991467.1	WP_103415944.1	None
group_03153	WP_033111508.1	WP_192989730.1	WP_024104116.1	None
group_03154	WP_033111729.1	WP_192990934.1	WP_024105464.1	None
group_03155	WP_013316786.1	WP_192990578.1	WP_024104917.1	None
group_03156	WP_013317637.1	WP_192991101.1	WP_024105637.1	None
group_03157	WP_013317769.1	WP_192991190.1	WP_024105759.1	None
group_03158	WP_013320011.1	WP_161131861.1	WP_024109345.1	None
group_03159	WP_013317707.1	WP_192991145.1	WP_024105698.1	None
group_03160	WP_013317239.1	WP_161132827.1	WP_024105262.1	None
group_03161	None	WP_192989808.1	WP_024103998.1	WP_029368211.1
group_03162	WP_033112097.1	WP_192989514.1	WP_024107413.1	None
group_03163	WP_013319384.1	WP_192989385.1	WP_024107209.1	None
group_03164	WP_012770278.1	WP_192989509.1	WP_024107402.1	None
group_03165	WP_013318597.1	WP_192990792.1	WP_024106436.1	None
group_03166	WP_013319389.1	WP_192989390.1	WP_024107214.1	None
group_03167	WP_013318743.1	WP_192988954.1	WP_024106629.1	None
group_03168	WP_013320017.1	WP_192989913.1	WP_024107810.1	None
group_03169	WP_033112373.1	WP_192991518.1	WP_024106624.1	None
group_03170	WP_013318674.1	WP_192988913.1	WP_024106566.1	None
group_03171	WP_013317344.1	WP_192990881.1	WP_024105393.1	None
group_03172	WP_013317187.1	WP_192990938.1	WP_024105468.1	None
group_03173	WP_013319997.1	WP_192989919.1	WP_024107791.1	None
group_03174	WP_013316149.1	WP_192990134.1	WP_026594621.1	None
group_03175	WP_139348355.1	WP_192991058.1	WP_046830393.1	None
group_03176	None	WP_192988607.1	WP_024106127.1	WP_010309680.1
group_03177	WP_013318929.1	WP_192989099.1	WP_024106784.1	None
group_03178	WP_033111487.1	WP_192991579.1	WP_046830420.1	None
group_03179	WP_171849626.1	WP_192990901.1	WP_024105422.1	None
group_03180	WP_013319740.1	WP_192989598.1	WP_024107556.1	None
group_03181	WP_013318931.1	WP_161132562.1	WP_024106786.1	None
group_03182	WP_033111832.1	WP_192991466.1	WP_024105760.1	None
group_03183	WP_033111572.1	WP_192989164.1	WP_024103976.1	None
group_03184	WP_013315751.1	WP_192989787.1	WP_024104035.1	None
group_03185	WP_161131149.1	WP_161128589.1	WP_161128589.1	None
group_03186	WP_013320007.1	WP_024109343.1	WP_024107800.1	None
group_03187	WP_013318594.1	WP_192990795.1	WP_103415728.1	None
group_03188	WP_013316658.1	WP_161132373.1	WP_024104791.1	None
group_03189	WP_013317235.1	WP_024105258.1	WP_024105258.1	None
group_03190	WP_033112335.1	WP_192988667.1	WP_026594758.1	None
group_03191	WP_013318221.1	WP_192988666.1	WP_024109958.1	None
group_03192	WP_013317077.1	WP_192990738.1	WP_024108518.1	None
group_03193	WP_013320004.1	WP_024107797.1	WP_024107797.1	None
group_03194	WP_013317369.1	WP_192990897.1	WP_162928375.1	None
group_03195	WP_033111750.1	WP_161132806.1	WP_024108612.1	None
group_03196	WP_033112080.1	WP_103415643.1	WP_103415643.1	None
group_03197	WP_022631961.1	WP_192990136.1	WP_024108142.1	None
group_03198	None	WP_192989276.1	WP_024109157.1	WP_010299801.1
group_03199	WP_042318833.1	WP_192988921.1	WP_081634321.1	None
group_03200	WP_013316144.1	WP_192990130.1	WP_024104380.1	None
group_03201	WP_013316150.1	WP_192990135.1	WP_024109594.1	None
group_03202	WP_013319383.1	WP_192989384.1	WP_024107208.1	None
group_03203	WP_013319619.1	WP_192989526.1	WP_024107428.1	None
group_03204	WP_033111959.1	WP_192991517.1	WP_081634319.1	None
group_03205	WP_013317076.1	WP_024105177.1	WP_024105177.1	None
group_03206	WP_013317267.1	WP_192990840.1	WP_024108589.1	None
group_03207	WP_013317225.1	WP_022632926.1	WP_013317225.1	None
group_03208	WP_107768306.1	WP_026594941.1	WP_026594753.1	None
group_03209	WP_013316428.1	WP_192990341.1	WP_024104698.1	None
group_03210	WP_013318586.1	WP_192990801.1	WP_103415732.1	None
group_03211	WP_033111981.1	WP_192989054.1	WP_029729661.1	None
group_03212	WP_013318380.1	WP_024106333.1	WP_024106333.1	None
group_03213	WP_013317972.1	WP_024109922.1	WP_024109922.1	None
group_03214	WP_013319623.1	WP_024110239.1	WP_024107433.1	None
group_03215	WP_013316795.1	WP_192990584.1	WP_024104925.1	None
group_03216	WP_013318277.1	WP_192988705.1	WP_024106247.1	None
group_03217	WP_033111957.1	WP_024110060.1	WP_024106549.1	None
group_03218	WP_033111535.1	WP_192990035.1	WP_103415812.1	None
group_03219	WP_042318355.1	WP_192991365.1	WP_024108900.1	None
group_03220	WP_148226915.1	WP_024107786.1	WP_024107786.1	None
group_03221	WP_013316390.1	WP_192990319.1	WP_024104664.1	None
group_03222	WP_013319760.1	WP_192989614.1	WP_024107574.1	None
group_03223	WP_033112399.1	WP_192989240.1	WP_024107017.1	None
group_03224	WP_013315814.1	WP_192989756.1	WP_024108061.1	None
group_03225	WP_033112117.1	WP_192991565.1	WP_026594974.1	None
group_03226	WP_013318220.1	WP_192988665.1	WP_024106196.1	None
group_03227	WP_013315724.1	WP_192989805.1	WP_024104006.1	None
group_03228	WP_013317555.1	WP_103415955.1	WP_103415955.1	None
group_03229	WP_013318341.1	WP_192989106.1	WP_024106794.1	None
group_03230	WP_013316151.1	WP_192991387.1	WP_024104386.1	None
group_03231	WP_013319496.1	WP_192989446.1	WP_024107307.1	None
group_03232	WP_013317232.1	WP_192990822.1	WP_103415738.1	None
group_03233	WP_013317095.1	WP_192991424.1	WP_026594693.1	None
group_03234	WP_013319973.1	WP_192988869.1	WP_024108341.1	None
group_03235	WP_013318542.1	WP_192988842.1	WP_162928380.1	None
group_03236	WP_033111831.1	WP_192991189.1	WP_024105758.1	None
group_03237	WP_013317229.1	WP_192990819.1	WP_024108579.1	None
group_03238	WP_013318347.1	WP_192989101.1	WP_024106788.1	None
group_03239	WP_013318265.1	WP_192988697.1	WP_024106235.1	None
group_03240	WP_013318688.1	WP_192988922.1	WP_024106578.1	None
group_03241	WP_013315819.1	WP_192989751.1	WP_024104086.1	None
group_03242	WP_013316219.1	WP_024108161.1	WP_024108161.1	None
group_03243	WP_052303362.1	WP_192989383.1	WP_024107206.1	None
group_03244	WP_052303363.1	WP_192989388.1	WP_024107212.1	None
group_03245	WP_013316840.1	WP_029729322.1	WP_103415784.1	None
group_03246	WP_013320068.1	WP_192989876.1	WP_024107853.1	None
group_03247	WP_013319386.1	WP_192989387.1	WP_024107211.1	None
group_03248	WP_013317109.1	WP_192990753.1	WP_024105197.1	None
group_03249	WP_013317536.1	WP_192991048.1	WP_024105560.1	None
group_03250	WP_033111743.1	WP_192990818.1	WP_024108578.1	None
group_03251	WP_013319635.1	WP_192989539.1	WP_024107440.1	None
group_03252	WP_033112194.1	WP_161132415.1	WP_024104335.1	None
group_03253	WP_033111564.1	WP_161132272.1	WP_024108146.1	None
group_03254	WP_013317961.1	WP_192991318.1	WP_024105950.1	None
group_03255	WP_013316732.1	WP_024108421.1	WP_024108421.1	None
group_03256	WP_033111675.1	WP_192990585.1	WP_024104926.1	None
group_03257	WP_013318338.1	WP_192989109.1	WP_024106797.1	None
group_03258	WP_013317266.1	WP_024105280.1	WP_024108588.1	None
group_03259	WP_148226881.1	WP_192989110.1	WP_144414583.1	None
group_03260	WP_013317569.1	WP_192989559.1	WP_024105224.1	None
group_03261	WP_013319990.1	WP_192989921.1	WP_024107784.1	None
group_03262	WP_013316423.1	WP_024104692.1	WP_024104692.1	None
group_03263	WP_171861172.1	WP_026594738.1	WP_026594738.1	None
group_03264	WP_013316222.1	WP_161133023.1	WP_024104461.1	None
group_03265	WP_013318302.1	WP_192991492.1	WP_024108862.1	None
group_03266	WP_013319626.1	WP_192989535.1	WP_024110240.1	None
group_03267	WP_033111880.1	WP_192988586.1	WP_024106096.1	None
group_03268	WP_013318201.1	WP_192988652.1	WP_146192293.1	None
group_03269	WP_013317404.1	WP_192989510.1	WP_024107404.1	None
group_03270	WP_013319888.1	WP_192989985.1	WP_024109304.1	None
group_03271	WP_013318745.1	WP_192988956.1	WP_024106631.1	None
group_03272	WP_013318794.1	WP_024106672.1	WP_024109040.1	None
group_03273	WP_050570319.1	WP_192991441.1	WP_024105432.1	None
group_03274	WP_148226916.1	WP_192989872.1	WP_024107858.1	None
group_03275	WP_013319889.1	WP_192989984.1	WP_024109305.1	None
group_03276	WP_013317209.1	WP_192990948.1	WP_024105481.1	None
group_03277	WP_013318514.1	WP_192988836.1	WP_024106488.1	None
group_03278	WP_013319798.1	WP_024107603.1	WP_024109277.1	None
group_03279	WP_013317028.1	WP_192990716.1	WP_024108501.1	None
group_03280	WP_013318343.1	WP_192989104.1	WP_024106792.1	None
group_03281	WP_013317204.1	WP_192990944.1	WP_024105477.1	None
group_03282	WP_013317230.1	WP_192990820.1	WP_024105253.1	None
group_03283	WP_013319392.1	WP_192989393.1	WP_024107217.1	None
group_03284	WP_013318543.1	WP_192988843.1	WP_024106511.1	None
group_03285	WP_013317188.1	WP_192990939.1	WP_024105469.1	None
group_03286	WP_013318891.1	WP_024106751.1	WP_024106751.1	None
group_03287	None	WP_192990044.1	WP_024108103.1	WP_010296674.1
group_03288	None	WP_161131934.1	WP_024103999.1	WP_010300116.1
group_03289	WP_013317456.1	WP_161132197.1	WP_024105501.1	None
group_03290	WP_013318826.1	WP_192990394.1	WP_024109004.1	None
group_03291	WP_013317058.1	WP_161131494.1	WP_024108513.1	None
group_03292	WP_013317564.1	WP_192991066.1	WP_024105584.1	None
group_03293	WP_013319690.1	WP_192989581.1	WP_024107509.1	None
group_03294	None	WP_161132589.1	WP_024106303.1	WP_010282592.1
group_03295	WP_013319758.1	WP_192989613.1	WP_024107572.1	None
group_03296	WP_033111911.1	WP_192990769.1	WP_024105216.1	None
group_03297	WP_033112208.1	WP_192990277.1	WP_024104579.1	None
group_03298	WP_013318686.1	WP_024106576.1	WP_024106576.1	None
group_03299	WP_042318546.1	WP_192989329.1	WP_026594839.1	None
group_03300	WP_033111778.1	WP_192991004.1	WP_024105496.1	None
group_03301	WP_013318342.1	WP_192989105.1	WP_103415713.1	None
group_03302	WP_013316218.1	WP_192990178.1	WP_024104442.1	None
group_03303	WP_033112129.1	WP_192989669.1	WP_103415948.1	None
group_03304	WP_013319109.1	WP_024106975.1	WP_024106975.1	None
group_03305	WP_013318536.1	WP_192988840.1	WP_024106506.1	None
group_03306	WP_013318335.1	WP_192989112.1	WP_024106800.1	None
group_03307	WP_013317808.1	WP_192991218.1	WP_024105818.1	None
group_03308	WP_033112031.1	WP_192989274.1	WP_024107062.1	None
group_03309	WP_013317821.1	WP_192991224.1	WP_024105827.1	None
group_03310	WP_013319965.1	WP_192989928.1	WP_024107771.1	None
group_03311	WP_033112149.1	WP_024107781.1	WP_024110321.1	None
group_03312	WP_107768397.1	WP_109105299.1	WP_109105299.1	None
group_03313	None	WP_024103981.1	WP_024103981.1	WP_029367727.1
group_03314	WP_013317375.1	WP_024105418.1	WP_024105418.1	None
group_03315	None	WP_192989167.1	WP_024103980.1	WP_010296929.1
group_03316	WP_139348371.1	WP_192991527.1	WP_026594812.1	None
group_03317	WP_013318541.1	WP_024106509.1	WP_024106509.1	None
group_03318	WP_033112148.1	WP_192989925.1	WP_024110318.1	None
group_03319	WP_013317789.1	WP_192991207.1	WP_035044673.1	None
group_03320	WP_013318684.1	WP_013318684.1	WP_013318684.1	None
group_03321	WP_033112159.1	WP_024110341.1	WP_024109361.1	None
group_03322	WP_033111762.1	WP_192990885.1	WP_024105398.1	None
group_03323	WP_013316304.1	WP_022632112.1	WP_022632112.1	None
group_03324	WP_013316776.1	WP_192988622.1	WP_024106720.1	None
group_03325	WP_013316247.1	WP_192990507.1	WP_024104817.1	None
group_03326	WP_013318581.1	WP_077246778.1	WP_024106426.1	None
group_03327	WP_013319627.1	WP_024110241.1	WP_024110241.1	None
group_03328	WP_013317240.1	WP_161132826.1	WP_024105263.1	None
group_03329	None	WP_192991240.1	WP_024105852.1	WP_010295246.1
group_03330	WP_013320018.1	WP_024107811.1	WP_024107811.1	None
group_03331	WP_013316435.1	WP_192990347.1	WP_024108256.1	None
group_03332	WP_013319943.1	WP_192989951.1	WP_024109320.1	None
group_03333	WP_013318889.1	WP_192989072.1	WP_024106749.1	None
group_03334	WP_193345733.1	WP_024107801.1	WP_035071794.1	None
group_03335	WP_013317260.1	WP_192990836.1	WP_024108585.1	None
group_03336	WP_033111944.1	WP_192990803.1	WP_103415733.1	None
group_03337	WP_012768885.1	WP_192990969.1	WP_103415962.1	None
group_03338	WP_013318582.1	WP_192990802.1	WP_024106427.1	None
group_03339	WP_013319265.1	WP_192989306.1	WP_024107107.1	None
group_03340	WP_033112041.1	WP_192989330.1	WP_024109175.1	None
group_03341	WP_033111742.1	WP_192990817.1	WP_024105250.1	None
group_03342	WP_139348356.1	WP_161132644.1	WP_029729436.1	None
group_03343	WP_033111796.1	WP_192991052.1	WP_024105564.1	None
group_03344	WP_013317407.1	WP_192989508.1	WP_103415654.1	None
group_03345	WP_013316601.1	WP_192990442.1	WP_071598738.1	None
group_03346	WP_012765595.1	WP_192988540.1	WP_012765595.1	None
group_03347	WP_013319310.1	WP_192991345.1	WP_024104525.1	None
group_03348	WP_033112066.1	WP_192989392.1	WP_024107216.1	None
group_03349	WP_013318406.1	WP_192988774.1	WP_024106354.1	None
group_03350	WP_013316433.1	WP_192990345.1	WP_024104702.1	None
group_03351	WP_033111815.1	WP_024105636.1	WP_024105636.1	None
group_03352	WP_033112326.1	WP_192988579.1	WP_024106073.1	None
group_03353	WP_033111946.1	WP_192990798.1	WP_024106431.1	None
group_03354	WP_013318786.1	WP_024106665.1	WP_024106665.1	None
group_03355	WP_013318104.1	WP_024106076.1	WP_024106076.1	None
group_03356	WP_071819883.1	WP_192990794.1	WP_012769218.1	None
group_03357	WP_013318169.1	WP_192988621.1	WP_024106147.1	None
group_03358	WP_167535248.1	WP_162928385.1	WP_162928385.1	None
group_03359	WP_013316114.1	WP_192990108.1	WP_015848023.1	None
group_03360	WP_013319643.1	WP_192989544.1	WP_024107448.1	None
group_03361	WP_013320138.1	WP_192989836.1	WP_035045538.1	None
group_03362	WP_033111694.1	WP_192990640.1	WP_144414563.1	None
group_03363	WP_013318601.1	WP_192990788.1	WP_103415726.1	None
group_03364	WP_012769649.1	WP_192988581.1	WP_024106075.1	None
group_03365	WP_013316199.1	WP_192991391.1	WP_024104428.1	None
group_03366	WP_071819888.1	WP_192989325.1	WP_071598804.1	None
group_03367	None	WP_103162099.1	WP_024108685.1	WP_004114519.1
group_03368	WP_013319356.1	WP_192989374.1	WP_024107188.1	None
group_03369	WP_013315808.1	WP_024110091.1	WP_071703464.1	None
group_03370	WP_013316419.1	WP_024104688.1	WP_024104688.1	None
group_03371	WP_013315765.1	WP_192989778.1	WP_024104052.1	None
group_03372	WP_013319266.1	WP_192989307.1	WP_024109164.1	None
group_03373	WP_013318585.1	WP_171860242.1	WP_012884167.1	None
group_03374	WP_033111916.1	WP_192988715.1	WP_024108861.1	None
group_03375	WP_033111901.1	WP_192988654.1	WP_024108839.1	None
group_03376	WP_033111940.1	WP_024106512.1	WP_024106512.1	None
group_03377	WP_033112065.1	WP_192989389.1	WP_024107213.1	None
group_03378	WP_158305129.1	WP_192989914.1	WP_024107809.1	None
group_03379	None	WP_095104217.1;WP_192990107.1	WP_046830366.1	None
group_03380	WP_033112088.1	WP_192989439.1	WP_024107299.1	None
group_03381	WP_154657527.1	WP_192989488.1	WP_158666878.1	None
group_03382	WP_013315862.1	WP_071598720.1	WP_081634333.1	None
group_03383	WP_022635150.1	WP_022635150.1	WP_022635150.1	None
group_03384	WP_071819860.1	WP_192989997.1	WP_024104180.1	None
group_03385	WP_071603989.1	WP_024107297.1	WP_024107297.1	None
group_03386	None	WP_192989886.1	WP_103415798.1	WP_010308068.1
group_03387	WP_033112251.1	WP_192990748.1	WP_103415791.1	None
group_03388	WP_022634566.1	WP_144414585.1	WP_144414585.1	None
group_03389	WP_107768383.1	WP_106427238.1	WP_106427238.1	None
group_03390	WP_022631757.1	WP_192989998.1	WP_024104181.1	None
group_03391	WP_107760463.1	WP_107760463.1	WP_024107303.1	None
group_03392	WP_139348406.1	WP_161132385.1	WP_116587114.1	None
group_03393	WP_033111705.1	WP_023637686.1	WP_023637686.1	None
group_03394	WP_024106293.1	WP_024106293.1	WP_024106293.1	None
group_03395	WP_013319368.1	None	WP_024107198.1	WP_010295108.1
group_03396	WP_013316669.1	None	WP_024109744.1	WP_180890151.1
group_03397	WP_013316611.1	None	WP_024104751.1	WP_010301383.1
group_03398	WP_013320088.1	None	WP_024107866.1	WP_010307998.1
group_03399	WP_013317353.1	None	WP_162928373.1	WP_049776273.1
group_03400	WP_013316698.1	None	WP_024108196.1	WP_010301506.1
group_03401	WP_013319367.1	None	WP_024107197.1	WP_010295110.1
group_03402	WP_013319279.1	None	WP_024107120.1	WP_010306456.1
group_03403	WP_013316667.1	None	WP_024104799.1	WP_049776257.1
group_03404	WP_013319369.1	None	WP_024107199.1	WP_180890099.1
group_03405	WP_081441333.1	None	WP_024104800.1	WP_029368069.1
group_03406	WP_033111650.1	None	WP_103415927.1	WP_138254898.1
group_03407	WP_013319365.1	None	WP_024107195.1	WP_010295115.1
group_03408	WP_013316801.1	None	WP_103415777.1	WP_039505720.1
group_03409	WP_033112061.1	None	WP_024107196.1	WP_010295112.1
group_03410	WP_013318154.1	None	WP_024108826.1	WP_010298967.1
group_03411	WP_013318148.1	None	WP_024108820.1	WP_010298956.1
group_03412	WP_013318925.1	None	WP_026594817.1	WP_180890006.1
group_03413	WP_033111891.1	None	WP_024106137.1	WP_010295634.1
group_03414	WP_013318153.1	None	WP_024108825.1	WP_010298965.1
group_03415	WP_013318272.1	None	WP_024106242.1	WP_010295874.1
group_03416	WP_033111672.1	None	WP_024104902.1	WP_010302613.1
group_03417	WP_013320087.1	None	WP_024107865.1	WP_010308003.1
group_03418	WP_013317684.1	None	WP_024105678.1	WP_010306608.1
group_03419	WP_013318158.1	None	WP_024106138.1	WP_010304853.1
group_03420	WP_033111889.1	None	WP_024108823.1	WP_039533755.1
group_03421	WP_033111890.1	None	WP_024108824.1	WP_010298963.1
group_03422	WP_013316666.1	None	WP_026594656.1	WP_010298952.1
group_03423	WP_013319156.1	None	WP_024109149.1	WP_039540996.1
group_03424	WP_013315998.1	None	WP_024108100.1	WP_010295795.1
group_03425	WP_013319519.1	None	WP_024107324.1	WP_010299783.1
group_03426	WP_013316297.1	None	WP_024104814.1	WP_010304769.1
group_03427	WP_013319364.1	None	WP_024107194.1	WP_010295117.1
group_03428	WP_013316957.1;WP_013318482.1	None	WP_024108047.1	None
group_03429	WP_013319633.1	None	WP_071598724.1	WP_010296920.1
group_03430	WP_013317568.1	None	WP_024105235.1	WP_010295605.1
group_03431	WP_033112453.1	None	WP_024107885.1	WP_010302402.1
group_03432	WP_033112425.1	None	WP_099327194.1	WP_010301820.1
group_03433	WP_033111537.1	None	WP_046830365.1	WP_010296695.1
group_03434	WP_013318028.1	WP_192991586.1	WP_024106090.1	None
group_03435	WP_033111531.1	None	WP_024104209.1	WP_010300259.1
group_03436	WP_013317669.1	WP_161132437.1	None	WP_010306652.1
group_03437	WP_013318714.1	WP_192988936.1	None	WP_039503738.1
group_03438	WP_033111966.1	WP_192988970.1	None	WP_010298579.1
group_03439	WP_013316099.1	WP_192990100.1	None	WP_010298283.1
group_03440	WP_033111982.1	WP_192989058.1	None	WP_029367581.1
group_03441	WP_013316161.1	WP_192990142.1	None	WP_010301556.1
group_03442	WP_013318019.1	WP_192991369.1	None	WP_010295570.1
group_03443	WP_013318056.1	WP_192988558.1	None	WP_039505441.1
group_03444	WP_013319157.1	WP_192989004.1	None	WP_010306015.1
group_03445	WP_033112125.1	WP_192989657.1	None	WP_010294533.1
group_03446	WP_013315847.1	WP_192989737.1	None	WP_010306533.1
group_03447	WP_013315962.1	WP_192990019.1	None	WP_010300189.1
group_03448	WP_013315848.1	WP_192989736.1	None	WP_010306529.1
group_03449	WP_013317410.1	WP_192990428.1	None	WP_146619635.1
group_03450	WP_013319135.1	WP_192989228.1	None	WP_010305546.1
group_03451	WP_033111807.1	WP_024110248.1	None	WP_029367975.1
group_03452	WP_013318006.1	WP_192991358.1	None	WP_010295942.1
group_03453	WP_033111806.1	WP_192989558.1	None	WP_039545312.1
group_03454	WP_013316131.1	WP_192990121.1	None	WP_010296171.1
group_03455	WP_013315965.1	WP_192988875.1	None	WP_010295477.1
group_03456	WP_013319134.1	WP_192989227.1	None	WP_010305543.1
group_03457	WP_013318313.1	WP_192988723.1	None	WP_010302322.1
group_03458	WP_033111579.1	WP_192991409.1	None	WP_029368127.1
group_03459	WP_033112319.1	WP_192991304.1	None	WP_029367999.1
group_03460	WP_033111863.1	WP_033111863.1	None	WP_049776241.1
group_03461	WP_013316470.1	WP_192990562.1	None	WP_010298727.1
group_03462	WP_033111864.1	WP_192991359.1	None	WP_138255033.1
group_03463	WP_013316634.1	WP_192990463.1	None	WP_010305878.1
group_03464	WP_033111527.1	WP_192990020.1	None	WP_180890196.1
group_03465	WP_013316472.1	WP_192990564.1	None	WP_010298725.1
group_03466	WP_013318177.1	WP_192988630.1	None	WP_010300678.1
group_03467	WP_013318578.1	WP_192990982.1	None	WP_010299606.1
group_03468	WP_033111615.1	WP_192990563.1	None	WP_010298726.1
group_03469	WP_013318577.1	WP_192990983.1	None	WP_049776261.1
group_03470	WP_013316539.1	WP_192990997.1	None	WP_010299611.1
group_03471	WP_033111896.1	WP_161132889.1	None	WP_010300679.1
group_03472	WP_013319152.1	WP_023214634.1	None	WP_010305240.1
group_03473	WP_013319149.1;WP_033111810.1	WP_192991077.1	None	None
group_03474	WP_013318233.1	WP_192988674.1	None	WP_180890008.1
group_03475	WP_013317123.1;WP_013317124.1	None	None	WP_010308499.1
group_03476	WP_148226913.1	None	None	WP_049776278.1;WP_010303309.1
group_03477	None	None	WP_024108264.1	WP_180890030.1;WP_180890109.1
group_03478	None	None	WP_024109002.1;WP_071599260.1	WP_029368079.1
group_03479	None	None	WP_024109144.1	WP_010298736.1;WP_010305886.1
group_03480	None	None	WP_024104727.1	WP_180890111.1;WP_180890033.1
group_03481	None	WP_192988853.1	WP_103415893.1	None
group_03482	None	WP_192988849.1	WP_103415895.1	None
group_03483	None	WP_192988857.1	WP_103468990.1	None
group_03484	None	WP_192988855.1	WP_103415892.1	None
group_03485	None	WP_192988850.1	WP_103415894.1	None
group_03486	None	WP_192990572.1	WP_024104910.1	None
group_03487	None	WP_192988590.1	WP_103415973.1	None
group_03488	None	WP_192989827.1	WP_026594881.1	None
group_03489	None	WP_192989623.1	WP_103415764.1	None
group_03490	None	WP_192988847.1	WP_024110020.1	None
group_03491	None	WP_192989825.1	WP_024109385.1	None
group_03492	None	WP_192991072.1	WP_024105593.1	None
group_03493	None	WP_192991282.1	WP_103415874.1	None
group_03494	None	WP_192988591.1	WP_103415972.1	None
group_03495	None	WP_192990741.1	WP_024108522.1	None
group_03496	None	WP_192990093.1	WP_103415804.1	None
group_03497	None	WP_192988848.1	WP_024108914.1	None
group_03498	None	WP_192988856.1	WP_024106526.1	None
group_03499	None	WP_192989166.1	WP_024109105.1	None
group_03500	None	WP_192990186.1	WP_103415670.1	None
group_03501	None	WP_192989823.1	WP_024107922.1	None
group_03502	None	WP_192990184.1	WP_081652055.1	None
group_03503	None	WP_192989114.1	WP_071703486.1	None
group_03504	None	WP_192989169.1	WP_024109107.1	None
group_03505	None	WP_192989363.1	WP_024107170.1	None
group_03506	None	WP_192988859.1	WP_024106530.1	None
group_03507	None	WP_192990765.1	WP_103415788.1	None
group_03508	None	WP_192990117.1	WP_024104366.1	None
group_03509	None	WP_192990313.1	WP_024104657.1	None
group_03510	None	WP_192990185.1	WP_026594629.1	None
group_03511	None	WP_192988858.1	WP_024106529.1	None
group_03512	None	WP_192991055.1	WP_103415959.1	None
group_03513	None	WP_192989832.1	WP_024107913.1	None
group_03514	None	WP_192991426.1	WP_024108541.1	None
group_03515	None	WP_192990780.1	WP_024108547.1	None
group_03516	None	WP_192990569.1	WP_024104906.1	None
group_03517	None	WP_192990815.1	WP_026595017.1	None
group_03518	None	WP_192988608.1	WP_103415965.1	None
group_03519	None	WP_192988851.1	WP_024106521.1	None
group_03520	None	WP_192991537.1	WP_161131388.1	None
group_03521	None	WP_192990764.1	WP_024108530.1	None
group_03522	None	WP_192989727.1	WP_024108067.1	None
group_03523	None	WP_192990182.1	WP_024104447.1	None
group_03524	None	WP_192990190.1	WP_024104459.1	None
group_03525	None	WP_192988854.1	WP_024106524.1	None
group_03526	None	WP_192988699.1	WP_147363703.1	None
group_03527	None	WP_192989829.1	WP_024107916.1	None
group_03528	None	WP_192988846.1	WP_024110019.1	None
group_03529	None	WP_192990571.1	WP_071598740.1	None
group_03530	None	WP_192990742.1	WP_024108523.1	None
group_03531	None	WP_192990771.1	WP_024108538.1	None
group_03532	None	WP_192989818.1	WP_024109386.1	None
group_03533	None	WP_192990773.1	WP_024108540.1	None
group_03534	None	WP_192990072.1	WP_024104296.1	None
group_03535	None	WP_192990180.1	WP_024104445.1	None
group_03536	None	WP_192990775.1	WP_024108543.1	None
group_03537	None	WP_192988736.1	WP_024106300.1	None
group_03538	None	WP_192990776.1	WP_103415789.1	None
group_03539	None	WP_192990576.1	WP_024104914.1	None
group_03540	None	WP_192989290.1	WP_024107085.1	None
group_03541	None	WP_192990187.1	WP_024109615.1	None
group_03542	None	WP_192990188.1	WP_026594994.1	None
group_03543	None	WP_192990777.1	WP_024108545.1	None
group_03544	None	WP_192989556.1	WP_024107464.1	None
group_03545	None	WP_192990181.1	WP_081652054.1	None
